,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Audience_imdb_rating,Audience_imdb_count,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
943,44610,2662367,/m/07w6n3,Two for the Money,2005,30526509.0,122.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Sports', 'Drama']",6.2,47945,D.J. Caruso,Dan Gilroy,"Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante, Jeremy Piven, Jaime King, Gedde Watanabe, Jarrod Bunch, Kevin Chapman, Ralph Garman, Carly Pope, Charles Carroll, Gerard Plunkett, Craig Veroni, James N. Kirk, Denise Galik, Gary Hudson, Chrislyn Austin, Jim Rome, Jeremy Guilbaut, Steve Makaj, Stephen Dimopoulos, Michael Rodgers, William S. Taylor, Veena Sood, Adrian Holmes, Trevor Roberts, Michael P. Northye, Brad Kelly, Jason Schombing, Louis Mustillo, Luciana Carro, Kendall Cross, David Lovgren, Malcom Scott, J.B. McEown, Robin Mossley, Raimund Stamm, Jonathan Bruce, Barry LeBrock, Joel Myers, Ronald Pitts, Trevor Babers, Gene Bolton, John Clark, Dustin Dennard, Stefan Gamlin, Derek Graf, Cedric Jefferson, Mike Jones, Russell Tyrone Jones, Horace Knight, Ty Law, Marques Massengale, O.J. McClintock, Dewayne Patmon, Kevin Reid, Justin Riemer, Christopher Robbins, Maxio Royster, Jeff Sanders, Brandon Tully, Zach Wilson, Allan Wilson",Universal Pictures,22.0,110.0,48.0,85527.0
944,44676,2572864,/m/07nxq9,Don't Bother to Knock,1952,1500000.0,76.0,['English Language'],['United States of America'],"['Thriller', 'Psychological thriller', 'Black-and-white', 'Mystery', 'Drama', 'Suspense', 'Film noir']",6.9,8270,Roy Ward Baker,Daniel Taradash,"Marilyn Monroe, Richard Widmark, Anne Bancroft, Donna Corcoran, Jeanne Cagney, Lurene Tuttle, Elisha Cook Jr., Jim Backus, Verna Felton, Willis Bouchey, Don Beddoe, Gloria Blondell, Grace Hayle, Michael Ross, Eda Reiss Merin, Vic Perrin, Dick Cogan, Robert Foulk, Olan Soule, Emmett Vogan",Twentieth Century Fox Home Entertainment,100.0,11.0,76.0,4317.0
945,44681,19015646,/m/04jcbf4,Girl Crazy,1943,,99.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Musical', 'Comedy', 'Black-and-white']",6.8,2196,"Norman Taurog, Busby Berkeley","Dorothy Kingsley, Fred F. Finklehoffe, William Ludwig, Sid Silvers","Mickey Rooney, Judy Garland, Gil Stratton, Robert E. Strickland, Rags Ragland, June Allyson, Nancy Walker, Guy Kibbee, Frances Rafferty, Howard Freeman, Henry O'Neill, Sidney Miller, Peter Lawford, Eve Whitney, Carole Gallagher, Kay Williams, Jess Lee Brooks, Roger Moore, Charles Coleman, Harry Depp, Richard Kipling, Henry Roquemore, Alphonse Martell, Frances McInerney, Sally Cairns, Barbara Bedford, Carol Gallagher, Victor Potel, Bill Hazlett, Joe ""Corky"" Geil, Ken Stewart, William Beaudine Jr., Irving Bacon, George Offerman Jr., Mary Elliott, Karin [Katharine] Booth, Georgia Carroll, Aileen Haley, Noreen Nash, Natalie Draper, Ted Offenbecker, Hazel Brooks, Mary Jane French, Inez Cooper, Linda Deane, Don Taylor, Jimmy Butler, John Estes, Bob Lowell, Sarah Edwards, William Bishop, James Warren, Fred Coby, Blanche Rose, Helen Dickson, Melissa Ten Eyck, Vangie Beilby, Julia Griffith, Lillian West, Sandra Morgan, Peggy Leon, Bess Flowers, Harry C. Bradley, Chief Many Treaties, Rose Higgins, Spec O'Donnell",WARNER BROTHERS PICTURES,100.0,6.0,75.0,959.0
946,44684,8854150,/m/027m3dq,The Picture of Dorian Gray,1945,,110.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Horror', 'Supernatural', 'Costume drama', 'Period piece', 'Fantasy', 'Film adaptation', 'Drama']",7.5,14109,Albert Lewin,Albert Lewin,"Hurd Hatfield, George Sanders, Angela Lansbury, Donna Reed, Lowell Gilmore, Peter Lawford, Richard Fraser, Reginald Owen, Lydia Bilbrook, Morton Lowry, Douglas Walton, Mary Forbes, Robert Greig, Lisa Carpenter, Moyna MacGill, Billy Bevan, Miles Mander, Lillian Bond, Cedric Hardwicke, William Stack, Natalie Draper, Renee Carson, Lilian Bond, Alan Edmiston, Charles Coleman, Carol Diane Keppler, Emily Massey, Jimmy Conlin, Jimmy Aubrey, Joe Yule, Rex Evans, Audrey Manners, Renie Riano, Gibson Gowland, Toby Doolan, Sam Harris, Lee Powell, Bill Patton, Frank O'Connor, Mary Benoit, Elyse Brown",WARNER BROTHERS PICTURES,93.0,14.0,76.0,5766.0
947,44722,3365240,/m/097vry,The Town That Dreaded Sundown,1976,,90.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Horror', 'Docudrama', 'Mystery', 'Crime Thriller', 'Slasher']",6.0,9470,Charles B. Pierce,"Charles B. Pierce, Earl E. Smith","Ben Johnson, Andrew Prine, Dawn Wells, Jimmy Clem, Charles B. Pierce, Cindy Butler, Earl E. Smith, Christine Ellsworth, Mike Hackworth, Jim Citty, Robert Aquino, Misty West, Rick ""Rock"" Hildreth, Steve Lyons, Bud Davis, Joe Catalanatto, Roy Lee Brown, Jason Darnell, Mike Downs, Bill Dietz, Carolyn Moreland, Michael Brown, Woody Woodman, James B. McAdams, John Stroud, Mason Andres, Richard Green, Dorothy Darlene Orr, Don Adkins, Vern Stierman",American International Pictures (AIP),42.0,12.0,41.0,1109.0
948,44758,190423,/m/01b195,The Rainmaker,1997,45916769.0,135.0,['English Language'],['United States of America'],"['Thriller', 'Legal drama', 'Crime Fiction', 'Drama', 'Courtroom Drama']",7.2,81292,Francis Ford Coppola,"John Grisham, Bob Yeoman, Francis Ford Coppola","Matt Damon, Claire Danes, Danny DeVito, Jon Voight, Mary Kay Place, Mickey Rourke, Dean Stockwell, Teresa Wright, Virginia Madsen, Andrew Shue, Red West, Roy Scheider, Randy Travis, Danny Glover, Johnny Whitworth, Wayne Emmons, Adrian Roberts, Michael Girardin, Randall King, Justin Ashforth, Michael Keys Hall, Michael Herr, James Cunningham, Frank Clem, Alan Woolf, Sonny Shroyer, Pamela Tice Chapman, Trula M. Marcus, Tony Dingman, Daniel O'Callaghan, Tom Kagy, John Yancey, Verda Davenport, Chris Gray, Johnetta Shearer, Tammy Wendel, Nate Bynum, James W. Redmond, Sherry Sanford, Billy Ray Reynolds, Mary Lester, Deborah Frazier, Vernon Newman, Lynn Carthane, Rodney Peck, Bill Lunn, Terrance Stewart, Bridget Brunner, Mike Cody, Donald Polden, Eloise Dukes, Katherine Morrow, Alex Harvey, Melissa Hurst, Anasa Briggs-Graves, Ronnie Dee Blaire",Paramount Pictures,82.0,49.0,77.0,39460.0
949,44763,24342593,/m/07sc1vd,Rabbit Hole,2010,5129058.0,91.0,['English Language'],['United States of America'],"['Drama', 'Indie']",7.0,50709,John Cameron Mitchell,"John Cameron Mitchell, David Lindsay-Abaire","Nicole Kidman, Aaron Eckhart, Dianne Wiest, Tammy Blanchard, Miles Teller, Giancarlo Esposito, Jon Tenney, Patricia Kalember, Julie Lauren, Sandra Oh, Stephen Mailer, Mike Doyle, Roberta Wallach, Ali Marsh, Yetta Gottesman, Colin Mitchell, Deidre Goodwin, Rob Campbell, Jennifer Roszell, Marylouise Burke, Jay Wilkison, Ben Hudson, Salli Saffioti, Ursula Clare Parker, Phoenix List, Sandi Carroll, Teresa Kelsey, Sara Jane Blazo, Brady Parisella, Dianne West",Lionsgate Films,87.0,200.0,72.0,31823.0
950,44791,18454490,/m/04f2h9q,Escape to Witch Mountain,1975,20000000.0,97.0,['English Language'],['United States of America'],"['Science Fiction', 'Adventure', 'Mystery', 'Fantasy', 'Drama', 'Family Film']",6.3,11102,John Hough,,"Kim Richards, Ike Eisenmann, Ray Milland, Walter Barnes, Eddie Albert, Donald Pleasence, Reta Shaw, Denver Pyle, Alfred Ryder, Lawrence Montaigne, Terry Wilson, George Chandler, Dermott Downs, Shepherd Sanders, Don Brodie, Paul Sorenson, Alfred Rossi, Tiger Joe Marsh, Harry Holcombe, Sam Edwards, Dan Seymour, Eugene Daniels, Al Dunlap, Rex Holman, Tony Giorgio",Buena Vista,76.0,21.0,59.0,32024.0
951,44818,15181224,/m/03hl13v,Aliens in the Attic,2009,57881056.0,86.0,['English Language'],"['United States of America', 'Canada']","['Science Fiction', 'Adventure', ""Children's/Family"", 'Fantasy', 'Comedy', 'Family Film', 'Family-Oriented Adventure']",5.4,23800,John Schultz,"Mark Burton, Adam F. Goldberg","Carter Jenkins, Austin Butler, Ashley Tisdale, Ashley Boettcher, Henry Young, Regan Young, Doris Roberts, Robert Hoffman (X), Kevin Nealon, Gillian Vigman, Andy Richter, Tim Meadows, Malese Jow, Megan Parker, Maggie Vandenberghe, Thomas Haden Church, Josh Peck, J.K. Simmons, Kari Wahlgren",20th Century Fox,33.0,75.0,43.0,461094.0
952,44837,2692284,/m/07y9w5,Monster House,2006,140175006.0,91.0,['English Language'],['United States of America'],"[""Children's/Family"", 'Creature Film', 'Animation', 'Haunted House Film', 'Mystery', 'Fantasy', 'Comedy', 'Family Film', ""Children's Fantasy""]",6.6,134133,Gil Kenan,"Dan Harmon, Rob Schrab, Pamela Pettler","Steve Buscemi, Nick Cannon, Maggie Gyllenhaal, Jon Heder, Kevin James, Jason Lee, Sam Lerner, Spencer Locke, Mitchel Musso, Catherine O'Hara, Kathleen Turner, Fred Willard, Ryan Newman (III), Woody Schultz, Ian McConnel, Erik Walker, Matthew Fahey, Kevin the Dog, Blanchard Marissa, Ranjani Brow, Kimberly Beck Clark, Miles Clark, David Cowgill, McKenna Cowgill, Harrison Fahn, Frannie Felder, Spencer Lacey Ganus, Bridget Hoffman, Wendy Hoffman, Mary Matilyn Mouser, Emanuel Orlando, Zoey Poll, Zack Shada, Justin Moran Shenkarow, W.K. Stratton, Hans Tester, Corbett Tuck, Ariel Winter, Lora Witty, Tyler Zaentz, Kayleen Ancheta",Sony Pictures Releasing,75.0,162.0,63.0,199638.0
953,44896,7803431,/m/026dkrx,Long Day's Journey Into Night,1962,,174.0,['English Language'],"['United States of America', 'United Kingdom']","['Drama', 'Black-and-white', 'Film adaptation']",7.5,5755,Sidney Lumet,,"Katharine Hepburn, Ralph Richardson, Jason Robards, Dean Stockwell, Jeanne Barr",Republic Pictures Home Video,94.0,17.0,86.0,3067.0
954,44903,11085934,/m/01c5cg,Loren Cass,2006,,83.0,['English Language'],['United States of America'],"['Music', 'Drama', 'Indie']",5.0,285,Christopher Fuller,Christopher Fuller,"Kayla Tabish, Travis Maynard, Lewis Brogan, Jacob Reynolds, Mike Glausier, Din Thomas, Matthew Bistok, John Holmstrom, Robert Shepard, Donna Gilbert, Blag Dahlia, Keith Morris, Omali Yeshitela, Ronald ""Winky"" Wright, Christopher Fuller",Kino International,69.0,13.0,26.0,161.0
955,45012,16931947,/m/03crlnc,Martian Child,2007,9292446.0,106.0,['English Language'],['United States of America'],"['Science Fiction', 'Melodrama', 'Indie', 'Family Drama', 'Comedy-drama', 'Drama', 'Comedy', 'Film adaptation', 'Family Film']",6.7,20817,Menno Meyjes,"Jonathan Tolins, Seth E. Bass, Seth Bass","John Cusack, Bobby Coleman, Amanda Peet, Sophie Okonedo, Anjelica Huston, Joan Cusack, Oliver Platt, Richard Schiff, Taya Calicetto, David Kaye",New Line Cinema,35.0,110.0,72.0,84558.0
956,45039,30936473,/m/0g4nyhm,Resurrect Dead: The Mystery of the Toynbee Tiles,2011,,86.0,['English Language'],['United States of America'],['Documentary'],7.2,2302,Jon Foy,"Jon Foy, Colin Smith","Justin Duerr, Steve Weinik, Colin Smith, Jon Foy",Argot Pictures,65.0,20.0,81.0,667.0
957,45134,1364299,/m/04wy2_,The Devil and Miss Jones,1941,1421000.0,92.0,['English Language'],['United States of America'],"['Workplace Comedy', 'Black-and-white', 'Satire', 'Drama', 'Comedy', 'Romance Film']",7.6,4653,Sam Wood,Norman Krasna,"Charles Coburn, Jean Arthur, Robert Cummings, Edmund Gwenn, Spring Byington, S.Z. Sakall, William Demarest, Walter Kingsford, Montagu Love, Richard Carle, Charles Waldron, Edwin Maxwell, Edward McNamara, Robert Emmett Keane, Florence Bates, Charles Irwin, Matt McHugh, Julie Warren, Betty Brewer, Ilene Brewer, Regis Toomey, Pat Moriarity",RKO Pictures,100.0,8.0,81.0,587.0
958,45182,32219983,/m/0gxzc6z,Forks Over Knives,2011,,96.0,['English Language'],['United States of America'],['Documentary'],7.7,12569,Lee Fulkerson,Lee Fulkerson,"Joey Aucoin, Neal Barnard, Gene Baur, San'Dera Brantley-Nation, Junshi Chen, Mac Danzig, Dr. T. Colin Campbell, Caldwell Esselstyn Jr.M.D., John McDougall, M.D., Pamela Popper, Doug Lisle, Ph.D., Terry Mason M.D.",Monica Beach Enterprises,59.0,37.0,79.0,2751.0
959,45221,2873368,/m/0888c3,For Your Consideration,2006,,86.0,['English Language'],['United States of America'],"['Parody', 'Mockumentary', 'Comedy']",6.3,15648,Christopher Guest,"Christopher Guest, Eugene Levy","Bob Balaban, Jennifer Coolidge, Christopher Guest, John Michael Higgins, Eugene Levy, Jane Lynch, Michael McKean, Catherine O'Hara, Parker Posey, Harry Shearer, Fred Willard, Ed Begley Jr., Ricky Gervais, Michael Hitchcock, Don Lake, Larry Miller, Christopher Moynihan, Jim Piddock, Deborah Theaker, Sandra Oh, Richard Kind, Craig Bierko, Loudon Wainwright III, Stephen Rannazzisi, Carrie Aizley, Stephanie Courtney, Suzy Nakamura, Jane Morris, Jordan Black, Paul Dooley, John Krasinski, Lauri Johnson, Simon Helberg, Rachael Harris, Joe Satriani, David Blasucci, Ari Graynor, Oneida James, Scott Adsit, Curt Bisquera, Mary McCormack, Anne King, Sheila Gonzalez, Shawn Christian, Nina Conti, Scott Williamson, Sarah Shahi, Steven M. Porter, C.J. Vanston, Hart Bochner, Lance Barber, Skyler Stone, Mark Harelik, Rick Gonzalez, Claire Forlani, Kevin Sussman, Jessica St. Clair, Casey Wilson, Kevin Christy, Derek Waters",Warner Independent Pictures,52.0,161.0,43.0,19794.0
960,45280,689611,/m/032zq6,What Dreams May Come,1998,71485043.0,113.0,['English Language'],"['United States of America', 'New Zealand']","['Fantasy', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film', 'Romantic fantasy']",7.0,112737,Vincent Ward,Ronald Bass,"Robin Williams, Cuba Gooding Jr., Annabella Sciorra, Max von Sydow, Jessica Brooks Grant, Josh Paddock, Rosalind Chao, Lucinda Jenney, Maggie McCarthy, Wilma Bonet, Matt Salinger, Carin Sprague, June Lomena, Paul P. Card IV, Werner Herzog, Clara Thomas, Benjamin Brock",PolyGram Films,54.0,69.0,84.0,167493.0
961,45294,113451,/m/0sxk3,A Soldier's Story,1984,,101.0,['English Language'],['United States of America'],"['Crime Fiction', 'Ensemble Film', 'Period piece', 'Drama', 'Film adaptation', 'Courtroom Drama']",7.2,11053,Norman Jewison,Charles Fuller,"Howard E. Rollins Jr., Adolph Caesar, Dennis Lipscomb, Art Evans, David Alan Grier, David Harris, Larry Riley, Tom Howard, Robert Townsend, Denzel Washington, Bobby McGee, William Allen Young, Patti LaBelle, Wings Hauser, Scott Paulin, John Hancock, Trey Wilson, Patricia Brandkamp, Carl Dreher, Vaughn Reeves, Robert Tyler, Warren Clements, James W. Bryant, John Valentine, Ronald E. Greenfield, Anthony C. Sanders, Traftin E. Thompson, Roy Wells, Tommy G. Liggins, Pat Grabe, Terry Dodd, Calvin Franklin, Kevin T. Mosley, Michael Anthony Williams, David Ashley, Charles Howard Thomas, Bobby McGaughey, Rick Ramey, Lacarnist Hiriams",Sony Pictures Home Entertainment,90.0,20.0,81.0,6506.0
962,45296,26466092,/m/0bhc5kw,Conan the Barbarian,2011,48795021.0,113.0,['English Language'],"['United States of America', 'Bulgaria']","['Thriller', 'Fantasy Adventure', 'Adventure', 'Action/Adventure', 'Fantasy', 'Sword and sorcery', 'Action', 'Sword and sorcery films']",5.1,101823,Marcus Nispel,"Sean Hood, Marcus Nispel, Joshua Oppenheimer, Thomas Dean Donnelly","Jason Momoa, Rachel Nichols, Stephen Lang, Rose McGowan, Saïd Taghmaoui, Ron Perlman, Leo Howard, Steven O'Donnell, Steve O'Donnell, Raad Rawi, Nonso Anozie, Bob Sapp, Milton Welsh, Laila Rouass, Borislav Illiev, Nathan Jones, Diana Lubenova, Ioan Karamfilov, Raicho Vasilev, Stanimir Stamatov, Nikolai Stanoev, Ivana Staneva, Alina Puscau, Zlatka Raikova, Anton Trendafilov, Aysun Aptulova, Daniel Rashev, Samuel Hargrave, Sam Hargrave, Jackson Spidell, Guillermo Alejandro Grispo, Guilermo Grispo, Radoslav Parvanov, Teodora Duhovnikova, Shelly Varod, Tezdjan Ahmedova, Uliana Vin, Yoana Temelkova, Nadia Konakchieva, Petya Mlluseva, Ruslana Kaneva, Gloria Petkova, Zdravka Krastenyakova, Stanislav Pishtalov, Velimer Velev, Zhaidarbek Kunguzhinov, Zhaidarbek Kunguzhino, Eric Laciste, Brian Andrew Mendoza, Nuo Sun, Kim Do, Bashar Rahal, Gisella Marengo, Yoana Petrova, Vladimir Vladimirov, Katarzyna Wolenjino, David Mason Chlopecki, Alexandrina Vladova, Aleksandrina Vladova, Guerguina Ilieva, Stefka Berova, Vangelista Karadjova, Vangelitsa Karadjova, Blagovesta Cakova, Svetlana Vasileva, Zornista Stoicheva, Zornitsa Stoicheva, Zhenia Zheleva, Nikol Vasileva, Adriana Kalcheva",Lionsgate,25.0,151.0,30.0,49098.0
963,45382,6058079,/m/0fmz3q,Satan's Playground,2006,,81.0,['English Language'],['United States of America'],"['B-movie', 'Horror']",3.5,1002,Dante Tomaselli,Dante Tomaselli,"Ellen Sandweiss, Felissa Rose, Danny Lopes, Irma St. Paule",Anchor Bay Entertainment,67.0,6.0,26.0,185.0
964,45478,25387748,/m/09rtmz9,Make the Yuletide Gay,2009,,89.0,['English Language'],['United States of America'],"['Romantic comedy', 'LGBT', 'Romance Film', 'Comedy']",6.5,3716,Rob Williams,Rob Williams,"Keith Jordan, Adamo Ruggiero, Hallee Hirsh, Derek Long, Kelly Keaton, Alison Arngrim, Ian Buchanan, Gates McFadden, Steve Callahan, Jake Monaco, Jen Hansen",TLA Releasing,40.0,5.0,63.0,505.0
965,45490,11200137,/m/02r3fdw,Day Night Day Night,2006,35933.0,94.0,['English Language'],"['France', 'United States of America', 'Germany']","['Thriller', 'Crime Fiction', 'Indie', 'Drama', 'Suspense', 'Crime Thriller']",6.2,2298,Julia Loktev,Julia Loktev,"Luisa Williams, Josh Phillip Weinstein, Josh Philip Weinstein, Gareth Saxe, Nyambi Nyambi, Frank Datolo, Tschi Hun Kim, Frank Dattolo, Annemarie Lawless, Richard Morant, Jennifer Camilo, Rosemary Apolinaris, Jennifer Restrepo, Julissa Pere",IFC First Take,67.0,46.0,56.0,4117.0
966,45534,990764,/m/03x75d,The Wild Thornberrys Movie,2002,60694737.0,85.0,['English Language'],['United States of America'],"['Adventure', ""Children's/Family"", 'Animation', 'Adventure Comedy', 'Comedy', 'Animated cartoon', 'Family-Oriented Adventure']",5.6,15114,"Cathy Malkasian, Jeff McGrath",Kate Boutilier,"Lacey Chabert, Tom Kane, Tim Curry, Jodi Carlisle, Danielle Harris, Rupert Everett, Marisa Tomei, Melissa Greenspan, Kevin Michael Richardson, Obba Babatundé, Kevin Scott Richardson, Alfre Woodard, Brock Peters, Lynn Redgrave, Brenda Blethyn, Flea",Paramount Pictures,80.0,89.0,51.0,20830.0
967,45544,304428,/m/01s9vc,The Birds,1963,11403529.0,119.0,['English Language'],['United States of America'],"['Thriller', 'Natural horror films', 'Horror', 'Suspense', 'Doomsday film']",7.6,200555,Alfred Hitchcock,"Evan Hunter, Alfred Hitchcock","Rod Taylor, Tippi Hedren, Suzanne Pleshette, Jessica Tandy, Veronica Cartwright, Ethel Griffies, Ruth McDevitt, Lonny Chapman, Charles McGraw, Karl Swenson, Elizabeth Wilson, Malcolm Atterbury, Joe Mantell, Doodles Weaver, John McGovern, Alfred Hitchcock, Richard Deacon, Doreen Lang, Dal McKennon, Bill Quinn, Darlene Conley, Morgan Brittany",Universal Pictures,95.0,56.0,83.0,176580.0
968,45585,3463593,/m/09dvqd,Crack in the World,1965,,96.0,['English Language'],['United States of America'],"['Disaster', 'Action/Adventure', 'Science Fiction', 'Doomsday film']",5.9,2780,Andrew Marton,"Julian Halevy, Jon Manchip White","Dana Andrews, Janette Scott, Alexander Knox, Kieron Moore, Peter Damon, Gary Lasdun, Mike Steen, Todd Martin, Jim Gillen, Alfred Brown, Emilio Carrer, Sydna Scott, John Karlsen, Ben Tatar",Paramount Pictures,86.0,7.0,41.0,171.0
969,45633,2317985,/m/073d3d,Melvin Goes to Dinner,2003,,83.0,['English Language'],['United States of America'],"['Ensemble Film', 'Indie', 'Comedy']",6.7,3150,Bob Odenkirk,Michael Blieden,"Michael Blieden, Stephanie Courtney, Matthew Price, Matt Price, Annabelle Gurwitch, Kathleen Roll, Maura Tierney, Jack Black, James Gunn (II), David Cross",Sundance Channel Home Entertainment,100.0,11.0,80.0,2750.0
970,45662,4022937,/m/0bc_p3,Northfork,2003,,103.0,['English Language'],['United States of America'],"['Fantasy', 'Period piece', 'Americana', 'Drama', 'Fairy tale']",6.2,5559,"Michael Polish, Mark Polish","Michael Polish, Mark Polish","James Woods, Mark Polish, Nick Nolte, Duel Farnes, Daryl Hannah, Robin Sachs, Anthony Edwards, Ben Foster, Josh Barker, Graham Beckel, Peter Coyote, Jon Gries, Claire Forlani, Clark Gregg, Kyle MacLachlan, Michele Hicks, Marshall Bell, Josh Olson, Julie Macalister, Saralyn Sebern, Ginny Watts, Rick Overton, Mike Regan, Mae Fassett, Perry Hofferber, Douglas Sebern, Mark Twogood, Eli Kaufman, Steve Kramer",Paramount Classics,56.0,103.0,66.0,4734.0
971,45957,3613070,/m/09pyqc,The Man Who Would Be King,1975,,129.0,['English Language'],"['United States of America', 'United Kingdom']","['Period piece', 'Action', 'Adventure', 'Film adaptation']",7.8,51182,John Huston,"Gladys Hill, John Huston","Sean Connery, Michael Caine, Christopher Plummer, Saeed Jaffrey, Karroum Ben Bouih, Jack May, Shakira Caine, Doghmi Larbi, Albert Moses, Paul Antrim, Mohammed Shamsi, Graham Acres, Kimat Singh, Gurmuks Singh, Yvonne Ocampo, Nadia Atbib",Warner Bros. Pictures,97.0,29.0,91.0,16016.0
972,45983,4824326,/m/0cprpb,Betsy's Wedding,1990,19740070.0,94.0,['English Language'],['United States of America'],"['Romantic comedy', 'Romance Film', 'Comedy', 'Domestic Comedy']",5.6,3888,Alan Alda,Alan Alda,"Molly Ringwald, Alan Alda, Anthony LaPaglia, Madeline Kahn, Joey Bishop, Catherine O'Hara, Joe Pesci, Ally Sheedy, Burt Young, Julie Bovasso, Nicolas Coster, Bibi Besch, Dylan Walsh, Camille Saviola, Allan Rich, Sully Boyar, Monica Carr, Frankie Faison, Tom Mardirosian, Larry Block, Helen Hanft, J.K. Loftin, Mario Todisco, Paul B. Mixon, William Duff-Griffin, Thomas John Caligiuri, Samuel L. Jackson, Janet Pasquale",Silver Screen Partners IV,50.0,10.0,40.0,6859.0
973,46084,673158,/m/031ryv,The Shaggy Dog,1959,,104.0,['English Language'],['United States of America'],"['Drama', 'Family Film', 'Fantasy', 'Comedy']",6.4,5440,Charles Barton,"Lillie Hayward, Bill Walsh","Fred MacMurray, Tommy Kirk, Jean Hagen, Annette Funicello, Tim Considine, Kevin Corcoran, Cecil Kellaway, Alexander Scourby, Roberta Shore, James Westerfield, Jacques Aubuchon, Strother Martin, Forrest Lewis, Ned Wever, Gordon Jones, John Hart, Jack Albertson, Mack Williams, Paul H. Frees, Shaggy",Walt Disney Productions,68.0,19.0,48.0,9043.0
974,46149,14774463,/m/03gxl4n,Cheetah,1989,8153677.0,83.0,['English Language'],['United States of America'],"['Family Film', 'Family Drama', 'Drama', 'Adventure']",5.9,1154,Jeff Blyth,"John Cotter, Griff Du Rhone, Erik Tarloff, Heywood Gould","Keith Coogan, Lucy Deakins, Colin Mothupi, Collin Mothupi, Timothy Landfield, Breon Gorman, Ka Vundla, Lydia Kigada, Kuldeep Bhakoo, Paul Onsongo, Anthony Baird, Rory McGuinness, Lynn Kressel, Rod Jacobsen, David Adido, Konga Mbandu, Martin Okello, Allaudin Qureshi, William Tsuma, Waigwa Wachira, James K. Ward, Jan Maccoy, Evalyne Kamau, Jane Gelardi, Joseph ""J.J."" Otieno Adamson, David Otieno, Wally Amalemba, Tony Evans Kalanzi, Frank C. Turner, Kelly Harry Ngetsa, Richard Clarke, Thomas Akare, Michael Rogers, Denis Doughty, Siddik Ebrahim, Lee Harvin, Aloysius Lazarus, Njorogue M. Ngoima, Frank Turner",Robert Halmi Productions,50.0,8.0,57.0,1425.0
975,46165,1271694,/m/04n_w7,Polyester,1981,,86.0,['English Language'],['United States of America'],"['Parody', 'Indie', 'Cult', 'Satire', 'Comedy', 'Black comedy', 'Domestic Comedy']",7.0,8751,John Waters,John Waters,"Divine, Tab Hunter, Edith Massey, Mink Stole, David Samson, Joniruth White, Mary Garlington, Ken King, Hans Kramm, Stiv Bators, Rick Breitenfeld, Michael Watson, Derek Neal, Jean Hill, Jim Hill, John Brothers, Mary Vivian Pearce, Sharon Niesp, Cookie Mueller, Susan Lowe, Tom Diventi, George Hulse, Tony Parkham, Alberto Panella, George Figgs, Brook Yeaton, Frank Tamburo, Nancy Morgan, John Allen, Tommy Allen, Keats Smith, Gordon Kamka, David Klein, George Stover, Steve Yeager, Mary Egoff, John De La Vega, Chuck Yeaton, George Udell",New Line Cinema,93.0,27.0,81.0,6773.0
976,46224,101523,/m/0prrm,Jay and Silent Bob Strike Back,2001,33788161.0,104.0,['English Language'],['United States of America'],"['Road movie', 'Stoner film', 'Buddy film', 'Comedy']",6.8,159372,Kevin Smith,Kevin Smith,"Jason Mewes, Kevin Smith, Ben Affleck, Shannon Elizabeth, Eliza Dushku, Ali Larter, Jennifer Schwalbach Smith, Seann William Scott, Will Ferrell, George Carlin, Jason Lee, Brian Andrew Saible, Gavin Brooks, Carrie Fisher, Judd Nelson, Tracy Morgan, Nick Fellinger, Matt Damon, Scott William Winters, Shannen Doherty, Chris Rock, Mark Hamill, Emily O'Donnell, Morris Day, Wes Craven, Jason Biggs, Matthew James, James Van Der Beek, Gus Van Sant, Jon Stewart, Amy Noble, Ever Carradine, Jeff Anderson, Steven Anthony Lawrence, Diedrich Bader, Brian O'Halloran, Adam Carolla, Jules Asner, Marc Blucas, Jamie Kennedy, Steve Kmetko, Harley Quinn Smith, John Willyung, Jake Richardson, Nicholas Fehlinger, Vincent Pereira, Ernest O'Donnell, Jane Silvia, Carmen Llywellyn, Dan Etheridge, Eric Winzenried, Jonathan Gordon, John Maynard, Robert H. Holtzman, Tom Dorfmeister, Tango, Joe Quesada, Michelle Anne Johnson, Merritt Hicks, Scott Mosier, James J. McLaughlin, Joseph D. Reitman, Paul Dini, Quentin Wright, Gregory Owen, Ralph Meyer, Walter Flanagan, Bryan Johnson, Renee Humphrey, Brian Lynch, Joey Lauren Adams, Dwight Ewell, David Mandel, Alanis Morissette",Dimension Films,52.0,153.0,75.0,304234.0
