,Unnamed: 0,Wikipedia_movie_ID,Freebase_movie_ID,Movie_name,Movie_release_date,Movie_box_office_revenue,Movie_runtime,Movie_languages,Movie_countries,Movie_genres,Directors,Authors,Actors_rotten,production_company,Critics_rotten_rating,Critic_rotten_count,Audience_rotten_rating,Audience_rotten_count
2084,69831,1941591,/m/067rvc,Gorky Park,1983,15856028.0,128.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'Detective fiction', 'Detective', 'Mystery', 'Drama', 'Political thriller', 'Crime Thriller', 'Political drama']",Michael Apted,Dennis Potter,"William Hurt, Lee Marvin, Brian Dennehy, Joanna Pacula, Ian Bannen, Michael Elphick, Richard Griffiths, Rikki Fulton, Alexander Knox, Alexei Sayle, Ian McDiarmid, Niall O'Brien, Henry Woolf, Tusse Silberg, Patrick Field, Jukka Hirvikangas, Marjatta Nissinen, Hekki Leppanen, Lauri Törhönen, Elsa Salamaa, Anatoly Davydov, Lasse Lindberg, Jussi Parvianen, Black Pearls",Vestron Video,75.0,24.0,60.0,4652.0
2085,69863,36019569,/m/0g5qs2k,Snow White and the Huntsman,2012,396397203.0,127.0,['English Language'],['United States of America'],"['Drama', 'Action', 'Fantasy', 'Adventure']",Rupert Sanders,"Hossein Amini, Rupert Sanders, Evan Daugherty, John Lee Hancock","Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Sam Spruell, Ian McShane, Bob Hoskins, Eddie Izzard, Ray Winstone, Nick Frost, Eddie Marsan, Toby Jones, Johnny Harris, Brian Gleeson, Peter Ferdinando, Vincent Regan, Liberty Ross, Noah Huntley, Christopher Obi, Lily Cole, Rachael Stirling, Hattie Gotobed, Raffey Cassidy, Xavier Atkins, Anastasia Hille, Izzy Meikle-Small, Elliot Reeve, Mark Wingett, Jamie Blackley, Dave Legeno, Matt Berry, Greg Hicks, Andrew Hawley, Joey Ansah, Gregor Truter, Tom Mullion",Universal Pictures,49.0,237.0,52.0,410135.0
2086,70079,468293,/m/02d413,Philadelphia,1993,206678440.0,125.0,['English Language'],['United States of America'],"['LGBT', 'Tragedy', 'Gay', 'Gay Interest', 'Drama', 'Medical fiction', 'Gay Themed', 'Courtroom Drama']",Jonathan Demme,Ron Nyswaner,"Tom Hanks, Denzel Washington, Antonio Banderas, Jason Robards, Mary Steenburgen, Ron Vawter, Joanne Woodward, Robert Ridgely, Paul Lazar, Bradley Whitford, Tracey Walter, John Bedford Lloyd, Andre B. Blake, Robert W. Castle, Robert Castle, Daniel Chapman, Molly Hickok, Dan Olmstead, Ann Dowd, Elizabeth Roby, David Drake, Obba Babatundé, Charles Napier, Roger Corman, Charles Glenn, Roberta Maxwell, Buzz Kilman, Karen Finley, Anna Deavere Smith, Warren Miller, Stephanie Roth, Julius ""Dr. J"" Erving, Dodie Demme, Joey Perillo, Kenneth Utt, Lauren Roselli, James B. Howard, Charles Techman, Jim Roche, Daniel von Bargen, Kathryn Witt, Jane Moore, Adam Le Fevre, Jordan Cael, Harry Northrup, Steve Vignari, Lawrence T. Wrentz, Donna Hamilton, Tony Fitzpatrick, Ira Flitter, Gene Borkan, Lucas Platt, Lewis Walker, Randy Aaron Fink, Lisa Summerour, Howard Feuer, Paul Moore, Gary Goetzman, Karen Finley (II)",Sony Pictures Home Entertainment,80.0,56.0,89.0,183357.0
2087,70127,225476,/m/01gvsn,The Way We Were,1973,49919870.0,118.0,['English Language'],['United States of America'],"['Period piece', 'Musical', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",Sydney Pollack,"Arthur Laurents, David Rayfiel, Alvin Sargent","Barbra Streisand, Robert Redford, Bradford Dillman, Lois Chiles, Patrick O'Neal, Viveca Lindfors, George Gavnes, Allyn Ann McLerie, Murray Hamilton, Herb Edelman, Diana Ewing, Sally Kirkland, Marcia Mae Jones, Don Keefer, George Gaynes, Eric Boles, Barbara Peterson Davis, Roy Jenson, Brendan Kelly, James Woods, Constance Forslund, Robert Gerringer, Susan Blakely, Edward Power, Suzanne Zenor, Dan Seymour, Dorian Cusick, Don Koll, Andrea True, Robert Dahdah",Sony Pictures Home Entertainment,63.0,27.0,81.0,21466.0
2088,70374,75266,/m/0j_wf,Out of the Past,1947,,97.0,['English Language'],['United States of America'],"['Thriller', 'Crime Fiction', 'LGBT', 'Black-and-white', 'Mystery', 'Drama', 'Film noir']",Jacques Tourneur,Daniel Mainwaring,"Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming, Richard Webb, Steve Brodie, Virginia Huston, Paul Valentine, Dickie Moore, Ken Niles, Lee Elson, Frank Wilcox, Mary Field, Jess Escobar, James Bush, Hubert Brill, Brooks Benedict, Michael Lally, Homer Dickinson, Bill Wallace, Primo Lopez, Mildred Boyd, Ted Collins, Caleb Peterson, Theresa Harris, Wesley Bly, Tony Roux, Michael Branden, Jose Portugal, Sam Warren, Eumenio Blanco, Victor Romito, Archie Twitchell, Scott Wallace, John Kellogg, Oliver Blake, William Van Vleck, Philip Morris, Charles Regan, Harry Hayden, Adda Gleason, Manuel Paris",WARNER BROTHERS PICTURES,95.0,37.0,92.0,8019.0
2089,70391,1512171,/m/0570h6,Diary of a Mad Black Woman,2005,50652203.0,116.0,['English Language'],['United States of America'],"['Romantic comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",Darren Grant,Tyler Perry,"Kimberly Elise, Tyler Perry, Shemar Moore, Tamara Taylor, Lisa Marcos, Tiffany Evans, Cicely Tyson, Terrell Carter, Carole Mitchell-Leon, Carol Mitchell-Leon, Avery Knight, Vickie Eng, Gary Anthony Sturgis, Bart Hansard, Chandra Currelley-Young, Sho Dixon, Tamala J. Mann, Ric Reitz, Lauren Leah Mitchell, Mike Pniewski, Wilbur Fitzgerald, L. Warren Young, Judge Mablean Ephriam, Tony Vaughn, E. Roger Mitchell, Cedric Pendleton, Richard Lee Reed, Joe Washington, Kate Donadio, Crystal Porter, Ryan Gentles, Ronnie Garrett, Marcus Williams, Earl Fleming, Brian Andrews, Pat Bergeson, Philip Gough, Yvette Devereaux, Christian Keyes, Gary Sturgis, Darrell Freeman, John Forbes, Michael Pniewski, Curtis Blake, Marva King, Ty London, Tamela J. Mann, Regina McCrary, Cordell Moore, Tunja Robinson",Lions Gate Films,16.0,115.0,87.0,89161.0
2090,70404,25507665,/m/09rxfh9,The Caller,2008,,95.0,['English Language'],['United States of America'],"['Thriller', 'Crime Thriller', 'Psychological thriller', 'Film noir']",Richard Ledes,"Richard Ledes, Alain-Didier Weill","Elliott Gould, Frank Langella, Laura Harring, Anabel Sosa, Axel Feldman, Edoardo Ballerini, Chandler Williams, Axel Feldmann, Helen Stenborg, Grégory Ellis, Corey Johnson, Robert Bagnell, David Ballog, Jean Brassard, Julia Carothers Hughes, Maria-Jose Davo, Kyle Emelander, Laura Holloway, Edward James Hyland, Julie Jones Ivey, Devin Luke, Charles Nordeen",Virgil Films & Entertainment,13.0,16.0,19.0,334.0
2091,70407,9308910,/m/0283_fz,Swing Shift,1984,6650206.0,100.0,['English Language'],['United States of America'],"['Romantic drama', 'Period piece', 'Drama', 'Romance Film']",Jonathan Demme,"Nancy Dowd, Rob Morton","Goldie Hawn, Kurt Russell, Ed Harris, Christine Lahti, Fred Ward, Sudie Bond, Holly Hunter, Patty Maloney, Lisa Pelikan, Susan Peretz, Joey Aresco, Morris ""Tex"" Biggs, Marion Dougherty, Reid Cruickshanks, Daniel Dean Darst, Dennis Fimple, Chris Lemmon, Charles Napier, Stephen Tobolowsky, Laura Hawn, Marvin Miller, Susan Barnes, Beth Henley, Gene Borkan, Alana Stewart, Phillip Christon, Penny Johnson Jerald, Isabell Monk, Alan Toy, Maggie Renzi, Oceana Marr, Sandy McLeod, Richard K. Way, Harold Jackson III, George ""Red"" Schwartz, Don Carrara, Todd Allen, Gary Goetzman, Belinda Carlisle, Lissette LeCorn, Jessica Gaynes, Deena Marie, Roger Rook, Joseph Hutton, Harry Northrup, David B. Carlton, Lisa Chadwick, Eddie Smith, Eugene W. Jackson, Chino ""Fats"" Williams, Belita Moreno, Roger Corman",WARNER BROTHERS PICTURES,87.0,15.0,41.0,3379.0
2092,70408,5102319,/m/0d2qw8,Vacancy,2007,35300645.0,85.0,['English Language'],['United States of America'],"['Thriller', 'Horror', 'Psychological thriller']",Nimród Antal,Mark L. Smith,"Luke Wilson, Kate Beckinsale, Frank Whaley, Ethan Embry, Scott Anderson, Mark Casella, Mark Cassella, Scott G. Anderson, David Doty, Norm Compton, Caryn Mower, Meegan Godfrey, Megan Godfrey, Kym Stys, Andrew Fiscella, Dale Waddington Horowitz, Ernest Misko, Ernie Misko, Bryan Ross, Chevon Hicks",Sony Screen Gems,55.0,124.0,42.0,303013.0
2093,70455,9974516,/m/02pyl6p,Little Fauss and Big Halsy,1970,,99.0,['English Language'],['United States of America'],"['Romantic drama', 'Biker Film', 'Drama', 'Adventure']",Sidney J. Furie,Charles Eastman,"Robert Redford, Michael J. Pollard, Lauren Hutton, Noah Beery Jr., Lucille Benson, Ray Ballard, Linda Gaye Scott, Linda Scott, Erin O'Reilly, Ben Archibek, Shara St. John",Paramount Pictures,33.0,6.0,46.0,358.0
2094,70466,9285648,/m/02830ms,The Prisoner of Zenda,1937,,101.0,['English Language'],"['United States of America', 'Australia']","['Swashbuckler films', 'Adventure', 'Black-and-white', 'Animation']","John Cromwell, George Cukor, W.S. Van Dyke","Donald Ogden Stewart, John L. Balderston, Wells Root","Ronald Colman, Madeleine Carroll, Douglas Fairbanks Jr., Mary Astor, C. Aubrey Smith, Raymond Massey, Montagu Love, David Niven, Eleanor Wesselhoeft, Byron Foulger, William Von Brincken, Ralph Faulkner, Alex D'Arcy, Torben Meyer, Phillip G. Sleeman, Ian Maclaren, Lawrence Grant, Howard Lang, Ben Webster, Evelyn Beresford, Boyd Irwin, Emmett C. King, Charles K. French, Al Shean, Charles Halton, Florence Roberts, Spencer Charters, Russ Powell, D'Arcy Corrigan, Francis Ford, Henry Roquemore, Otto H. Fries, Lillian Harmer, Pat Somerset, Russell Powell, Leslie Sketchley",United Artists,100.0,10.0,80.0,716.0
2095,70518,3251133,/m/091937,Garfield: A Tail of Two Kitties,2006,160401979.0,78.0,['English Language'],"['United States of America', 'United Kingdom']","['Family Film', 'Animal Picture', 'Comedy', 'Family-Oriented Adventure', ""Children's/Family""]",Tim Hill,"Joel Cohen, Alec Sokolow","Bill Murray, Jennifer Love Hewitt, Billy Connolly, Ian Abercrombie, Roger Rees, Lucy Davis, Breckin Meyer, Lena Cardwell, Veronica Alicino, Bob Hoskins, Sharon Osbourne, Tim Curry, Joe Pasquale, Jane Leeves, Jane Horrocks, Richard E. Grant, Vinnie Jones, Rhys Ifans, Jim Piddock, Martin Tyler, Jane Carr, Oliver Muirhead, JB Blanc, Vernee Watson-Johnson, Russell Milton, Ben Falcone, Bryce Lenon, Melanie Tolbert, Judi Shekoni, David Kallaway, Brian D. Manis, Greg Ellis, Roscoe Lee Browne",20th Century Fox,11.0,75.0,43.0,105612.0
2096,70549,31229320,/m/0gjd79j,Lockout,2012,28726864.0,95.0,['English Language'],"['United States of America', 'France']","['Thriller', 'Science Fiction', 'Action']","James Mather, Stephen Saint Leger","James Mather, Stephen Saint Leger, Luc Besson","Guy Pearce, Maggie Grace, Vincent Regan, Peter Stormare, Lennie James, Joseph Gilgun, Jacky Ido, Tim Plester, Anne-Solenne Hatte, Mark Tankersley",FilmDistrict,38.0,138.0,46.0,164484.0
2097,70615,74394,/m/0jvx7,Invasion of the Body Snatchers,1956,3000000.0,80.0,['English Language'],['United States of America'],"['Thriller', 'Alien invasion', 'Science Fiction', 'Horror', 'Doomsday film', 'Cold War', 'Black-and-white']",Don Siegel,Daniel Mainwaring,"Kevin McCarthy, Dana Wynter, Larry Gates, Carolyn Jones, King Donovan, Jean Willes, Ralph Dumke, Virginia Christine, Tom Fadden, Kenneth Patterson, Guy Way, Eileen Stevens, Beatrice Maude, Jean Andren, Bobby Clark, Everett Glass, Dabbs Greer, Pat O'Malley, Guy Rennie, Don Siegel, Marie Selland, Whit Bissell, Robert Clark, Sam Peckinpah, Richard Deacon, Harry J. Vejar",Republic Pictures Home Video,98.0,57.0,85.0,19182.0
2098,70623,9034057,/m/027v97k,Atlas Shrugged: Part I,2011,4627375.0,102.0,['English Language'],['United States of America'],"['Mystery', 'Science Fiction', 'Drama', 'Fantasy Drama']",Paul Johansson,"John Aglialoro, Brian Patrick O'Toole","Taylor Schilling, Grant  Bowler, Matthew Marsden, Edi Gathegi, Paul Johansson, Jsu Garcia, Graham Beckel, Jon Polito, Patrick Fischler, Rebecca Wisocky, Michael Lerner, Neil Barry, Christina Pickles, Joel McKinnon Miller, Armin Shimerman, Navid Negahban, Armin Shimmerman, Craig Tsuyumine, Steven Chester Prince, Annabelle Gurwitch, Jan Morris, Ethan Cohn, Christopher Mur, Jack Milo, Matt O'Toole, David Goryl, Nikki Klecha, Daisy McCrackin, David Doty, Rob Brownstein, Sylva Kelegian, June Squibb, Michael O'Keefe, Mercedes Connor, Josephine Rene, Olivia Presley, Clay Bunker, January Welsh, Latasha Muhammad, Frank Cassavetes, Maia Tarin, Geoffrey Pierson, Derric Nugent, Jeff Cockey, Travis Seaborn, Marissa Welsh, Ron Provencal, Christopher Karl Johnson, Katherine M. O'Connor, Kim Swennen, Mel Fair, Mandy June Turpin, David Sabee",Rocky Mountain Pictures,12.0,52.0,69.0,16985.0
2099,70676,31703754,/m/0gmflnt,Safe,2012,40346186.0,95.0,['English Language'],['United States of America'],"['Crime Fiction', 'Action/Adventure', 'Action']",Boaz Yakin,Boaz Yakin,"Catherine Chan, Jason Statham, Robert John Burke, James Hong, Chris Sarandon, Anson Mount, Sandor Tecsy, Joseph Sikora, Igor Jijikine, Reggie Lee, James Colby, Matt O'Toole, Jack Gwaltney, Barry D. Bradford, Jay Giannone, James Tolbert III, Danni Lang, Julian Marzal, Scott Nicholson, Kathy Ann Zhang, Byron Zheng, Lyman Chen, Howie Brown, Nicolas Marti Salgado, Danny Hoch, Suzanne Savoy, Daniel McCabe, John Wooten, Brian Anthony Wilson, Victor Pagan, Henry Kwan, Marvina Vinique, Jennifer Skyler, Kate Rogal, Tony Cheng, Dmitriy Kojevnikov, Oksana Lada, Al Kao, John Cenatiempo, Danny Shea, George Gerard, Matt Dellapina, Stephen Oyoung, Tim Carr, Daoud Heidami, Ben Sinclair, Oleg Ivanov, Zun Lin, Alexander W. Kogan, Jr., Laurence Covington",Lionsgate Films,58.0,109.0,59.0,110336.0
2100,70685,26057633,/m/0b6gq5r,Casey's Shadow,1978,,117.0,['English Language'],['United States of America'],"['Horse racing', 'Family Drama', 'Animal Picture', 'Sports', 'Drama', 'Film adaptation', 'Family Film']",Martin Ritt,Carol Sobieski,"Walter Matthau, Alexis Smith, Robert Webber, Andrew A. Rubin, Murray Hamilton, Andrew Rubin, Stephen W. Burns, Susan Myers, Michael Hershewe, Harry Caesar, Joel Fluellen, Whit Bissell, Jim Halty, William Pitt, Dean Turpitt, Sanders Delhomme, James M. Halty, Richard Thompson, Galbert Wanoskia, William Karn, Ed Hyman, Thomas Caldwell, Bill Tackett, Tom Dawson, William Thomas, Robert Dudich, Warren Richardson, Ronald L. Schwary, Justin Buford, Dean Cormier, Thelma Cormier, Ronald Benoit, Norman Faulk, Gene Norman, Paul Uccello, W. Patrick Scott, Leonard Blach, James Hutchinson Jr.",Sony Pictures Entertainment,78.0,9.0,73.0,1193.0
2101,70694,34812933,/m/0d97_7y,Elfie Hopkins,2012,,89.0,['English Language'],"['Wales', 'United Kingdom']","['Thriller', 'Horror']",Ryan Andrews,"Riyad Barmania, Ryan Andrews","Ray Winstone, Kimberley Nixon, Jaime Winstone, Rupert Evans, Kate Magowan, Aneurin Barnard, Steven Mackintosh",Black & Blue,0.0,16.0,14.0,118.0
2102,70797,1530223,/m/058f71,Rock Star,2001,19334145.0,106.0,['English Language'],['United States of America'],"['Comedy-drama', 'Period piece', 'Musical', 'Drama', 'Comedy', 'Musical Drama']",Stephen Herek,John Stockwell,"Mark Wahlberg, Jennifer Aniston, Timothy Spall, Timothy Olyphant, Dominic West, Jason Bonham, Jeff Pilson, Zakk Wylde, Jason Flemyng, Dagmara Dominczyk, Michael Shamus Wiles, Beth Grant, Matthew Glave, Stephan Jenkins, Blas Elias, Nick Catanese, Brian Vander Ark, Rachel Hunter, Jamie Williams, Deborah Leydig, Heidi Mark",Warner Bros. Pictures,53.0,129.0,59.0,61384.0
2103,70820,2345088,/m/075cvb,Jesus' Son,1999,1302067.0,109.0,['English Language'],"['United States of America', 'Canada']","['Indie', 'Road movie', 'Addiction Drama', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",Alison Maclean,"Elizabeth Cuthrell, David Urrutia, Oren Moverman","Billy Crudup, Samantha Morton, Denis Leary, Jack Black, Holly Hunter, Dennis Hopper, Will Patton, Greg Germann, Torben Brooks, Antoinette LaVecchia, Yvette Mercedes, Michael Shannon, Ben Shenkman, John Ventimiglia, Mark Webber",Lions Gate Films,80.0,51.0,83.0,6910.0
2104,70912,1666594,/m/05lxm2,Billy Budd,1962,,123.0,['English Language'],['United Kingdom'],"['Action/Adventure', 'Action', 'Drama', 'Adventure', 'Film adaptation']",Peter Ustinov,"Peter Ustinov, Robert Rossen, DeWitt Bodeen","Terence Stamp, Robert Ryan, Peter Ustinov, Melvyn Douglas, John Neville, David McCallum, Ronald Lewis, Lee Montague, Paul Rogers, Thomas Heathcote, Niall MacGinnis, John Meillon, Ray McAnally, Robert Brown, Cyril Luckham, Victor Brooks, Barry Keegan",Allied Artists Pictures,90.0,10.0,86.0,7.0
2105,70922,1397183,/m/04zbcj,The V.I.P.s,1963,,119.0,['English Language'],['United Kingdom'],['Drama'],Anthony Asquith,Terence Rattigan,"Elizabeth Taylor, Richard Burton, Louis Jourdan, Rod Taylor, Elsa Martinelli, Margaret Rutherford, Maggie Smith, Orson Welles, Linda Christian, Dennis Price, Richard Wattis, Ronald Fraser, David Frost, Robert Coote, Joan Benham, Michael Hordern, Lance Percival, Martin Miller, Peter Sallis, Stringer Davis, Clifton Jones, Terry Alexander, Moyra Fraser, Raymond Austin, Jill Carson, Joyce Carey, Peter Illing, Griffiths Davis, Richard Caldicot, Maggie McGrath, Frank Williams, Rosemary Dorken, Pamela Buckley, Ray Austin, Angus Lennie, Duncan Lewis, Richard Briers, Terence Alexander, Richard Caldicott, Jo Ann Castle, Clifford Mollison, Gordon Sterne, Reginald Beckwith, John Blythe, Virginia Bedard, Lewis Fiander, Cal McCord",WARNER BROTHERS PICTURES,0.0,5.0,45.0,772.0
2106,70984,30863819,/m/087_1s,Taps,1981,35003235.0,126.0,['English Language'],['United States of America'],['Drama'],Harold Becker,"Robert Mark Kamen, Darryl Ponicsan, James Lineberger","Timothy Hutton, George C. Scott, Ronny Cox, Sean Penn, Tom Cruise, Brendan Ward, Evan Handler, John P. Navin Jr., Billy Van Zandt, Giancarlo Esposito, Donald Kimmell, Shirley Rich, Tim Wahrer, Tim Riley, Jeff Rochlin, Rusty Jacobs, Wayne Tippett, Jess Osuna, Earl Hindman, James Handy, Ryan Steven Green, Michael Longfield, Jay Gregory, Karen Braga, Ralph Drischell, Jane Cecil, Thomas Medearis, Amelia Romano, Sheila Marra, Gary McCleery, Arnold Mazer, Wayne Tippet, L. Michael Craig, Chris Hagan, Eugene Krumenacker, David McGinley, John Faucher, Declan Weir, Ryan Helm, Lou Milione, John McBrearty, Frank Chambers, John Newmuis, Paul Lyons, Tom Hutchinson, Tom Klunis, Brenda Currin, Elizabeth Perry, Jeanne Fisher, Robena Rogers, James Arnett",20th Century Fox Film Corporation,68.0,25.0,67.0,9669.0
2107,71031,3645251,/m/09rykq,The Lickerish Quartet,1970,,90.0,['English Language'],"['United States of America', 'Italy', 'West Germany']","['Erotic Drama', 'Erotica', 'Adult', 'Softcore Porn', 'Comedy-drama', 'Drama', 'Romantic drama', 'Romance Film', 'Sexploitation']",Radley Metzger,Michael De Forrest,"Erika Remberg, Paolo Turco, Silvana Venturelli, Frank Wolff",,67.0,9.0,57.0,158.0
2108,71079,6939673,/m/0gy0kz,The Thing Called Love,1993,1029721.0,116.0,['English Language'],['United States of America'],"['Romantic comedy', 'Ensemble Film', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",Peter Bogdanovich,Carol Heikkinen,"River Phoenix, Samantha Mathis, Dermot Mulroney, Sandra Bullock, K.T. Oslin, Anthony Clark, Webb Wilder, Trisha Yearwood, Earl Poole Ball, Dianne Crittenden, Wayne Grace, Katy Moffatt, Micole Mercurio, Starletta DuPois, Pam Tillis, Kevin Welch, Larry Black, O'Neal Compton, Zoe Cassavetes, Paul Hampton, Kevin Bourland, Tom Nolan, Rosie Flores, Jason Klassi, Valeri Ross, Jack Verbois, Ancel Cook, Rick Hall",Paramount Pictures,57.0,21.0,70.0,10199.0
2109,71167,9395068,/m/0287477,Wanted,2008,341433252.0,110.0,['English Language'],"['United States of America', 'Germany']","['Crime Fiction', 'Action/Adventure', 'Fantasy Adventure', 'Adventure', 'Superhero movie', 'Action Thrillers', 'Thriller', 'Action']",Timur Bekmambetov,"J.G. Jones, Chris Morgan, Derek Haas, Michael Brandt","James McAvoy, Morgan Freeman, Angelina Jolie, Terence Stamp, Thomas Kretschmann, Common, Kristen Hager, Marc Warren, David O'Hara, Konstantin Khabenskiy, Dato Bakhtadze, Chris Pratt, Lorna Scott, Sophiya Haque, Brian Caspe, Mark O'Neal, Bridget McManus",Universal Pictures,71.0,206.0,69.0,1546122.0
2110,71175,1399075,/m/04zhh7,Alexandra's Project,2003,,103.0,['English Language'],['Australia'],"['Thriller', 'Indie', 'World cinema', 'Psychological thriller', 'Drama', 'Suspense']",Rolf de Heer,Rolf de Heer,"Gary Sweet, Helen Buday, Bodgan Koca, Jack Christie, Samantha Knigge",Film Movement,53.0,19.0,55.0,4743.0
2111,71176,12225180,/m/02vwjx0,Sleepwalking,2008,,101.0,['English Language'],"['United States of America', 'Canada']","['Family Drama', 'Drama', 'Indie', 'Childhood Drama']",William Maher,Zac Stanford,"Charlize Theron, Nick Stahl, AnnaSophia Robb, Dennis Hopper, Mathew St. Patrick, Woody Harrelson, Deborra-Lee Furness, Callum Keith Rennie, Peter Scoular, Kenneth Mitchell, Troy Skog, Jean Freeman, Emily Wees, Shannon Jardine, Amy Matysio, George Grassick, Simon Chin, Mike Ennis, Alexandra Fox, Lori Kennedy, R. James Anderson",Overture Films,17.0,60.0,43.0,42569.0
