Directors;
1. Alfred Hitchcock;
2. Stanley Kubrick;
3. Ingmar Bergman;
4. Yasujirô Ozu;
5. Federico Fellini;
6. Martin Scorsese;
7. Francis Ford Coppola;
8. Andrei Tarkovsky;
9. Orson Welles;
10. John Ford;
11. Michelangelo Antonioni;
12. Akira Kurosawa;
13. François Truffaut;
14. Jean Renoir;
15. Paul Thomas Anderson;
16. Jean-Luc Godard;
17. Max Ophüls;
18. David Lynch;
19. Carl Theodor Dreyer;
20. Sergio Leone;
21. Fritz Lang;
22. Kar-Wai Wong;
23. Sergei Eisenstein;
24. Terrence Malick;
25. F.W. Murnau;
26. Joseph von Sternberg;
27. Woody Allen;
28. Steven Spielberg;
29. Howard Hawks;
30. The Coen Brothers;
31. Luis Bunuel;
32. Roberto Rossellini;
33. David Lean;
34. Robert Altman;
35. Michael Powell;
36. David Cronenberg;
37. Jim Jarmusch;
38. Roman Polanski;
39. Billy Wilder;
40.Vittorio De Sica;
41. David Fincher;
42. Krzysztof Kieslowski;
43. Spike Lee;
44. Quentin Tarantino;
45. Satyajit Ray;
46. Mikhail Kalatozov;
47. D.W. Griffith;
48. Werner Herzog;
49. Shôhei Imamura;
50. Nicolas Roeg;
51. Rainer Werner Fassbinder;
52. Bernardo Bertolucci;
53. Michael Mann;
54. Luchino Visconti;
55. Ridley Scott;
56. Kenji Mizoguchi;
57. Douglas Sirk;
58. Sam Peckinpah;
59. Peter Greenaway;
60. Alfonso Cuarón;
61. Lars von Trier;
62. Robert Bresson;
63. Agnes Varda;
64. Brian De Palma;
65. Wes Anderson;
66. Jean-Pierre Melville;
67. Jacques Tati;
68. Terry Gilliam;
69. Jacques Demy;
70. Bela Tarr;
71. Sidney Lumet;
72. Michael Haneke;
73. Buster Keaton;
74. Alan Pakula;
75. Erich von Stroheim;
76. John Cassavetes;
77. Nicholas Ray;
78. James Cameron;
79. Clint Eastwood;
80. Charlie Chaplin;
81. Sofia Coppola;
82. Frank Capra;
83. The Dardenne Brothers;
84. George Cukor;
85. Otto Preminger;
86. Richard Linklater;
87. Steven Soderbergh;
88. William Wyler;
89. Oliver Stone;
90. Darren Aronofsky;
91. Wim Wenders;
92. Yimou Zhang;
93. Preston Sturges;
94. Jonathan Demme;
95. Pedro Almodovar;
96. Mike Nichols;
97. Vincente Minnelli;
98. Ernst Lubitsch;
99. Hayao Miyazaki;
100. John Carpenter;
101. Apichatpong Weerasethakul;
102. John Huston;
103. Bob Fosse;
104. Raoul Walsh;
105. Alejandro G. Iñárritu;
106. G.W. Pabst;
107. Milos Forman;
108. William Friedkin;
109. Christopher Nolan;
110. Elia Kazan;
111. Hsiao-Hsien Hou;
112. Michael Curtiz;
113. Dario Argento;
114. Samuel Fuller;
115. Peter Jackson;
116. James Whale;
117. King Vidor;
118. Carol Reed;
119. Victor Fleming;
120. Robert Zemeckis;
121. George Lucas;
122. Guillermo del Toro;
123. Jacques Tourneur;
124. Arthur Penn;
125. Louis Malle;
126. George Stevens;
127. René Clair;
128. Anthony Minghella;
129. Stanley Donen;
130. Michael Cimino;
131. George Romero;
132. Marcel Carné;
133. Pier Paolo Pasolini;
134. Paul Schrader;
135. Sam Mendes;
136. Gus Van Sant;
137. Abbas Kiarostami;
138. Terence Davies;
139. Tod Browning;
140. Mike Leigh;
141. Hal Ashby;
142. Alain Resnais;
143. Todd Haynes;
144. Lynne Ramsay;
145. Joseph Mankiewicz;
146. George Miller;
147. Eric Rohmer;
148. Jane Campion;
149. Jules Dassin;
150. Robert Wise;
151. Joe Wright;
152. John Schlesinger;
153. Ken Loach;
154. Cecil B. DeMille;
155. Jean Cocteau;
156. Baz Luhrmann;
157. Anthony Mann;
