,Movie_name,Movie_release_date,Success_indicator
465,The Shape of Water,2017,0.2885241115008619
466,Kung Fu Panda: Secrets of the Scroll,2015,0.11455765327748807
484,Kangaroo Valley,2022,0.5629798890744009
485,I Believe in Santa,2022,-0.712555690302786
486,Army of One,2020,-0.5841907247790374
488,Backtrace,2018,0.5145824872305551
490,Star Wars: The Last Jedi,2017,2.125726624636164
492,Love the Coopers,2015,-0.6645200630906534
520,Avatar: The Deep Dive - A Special Edition of 20/20,2022,0.9862285666572796
521,Rec,2022,-2.6749838779460573
522,Promising Young Woman,2020,0.12707723322315023
525,The Two Popes,2019,0.10363539629571761
526,Spider-Man: Into the Spider-Verse,2018,1.2792623854495666
527,Once Upon a Deadpool,2018,0.816476810932036
528,Peppermint,2018,-0.2587619681713217
529,Overlord,2018,-0.28113111296166216
530,American Kamasutra,2018,-0.43391052315471723
531,A Turtle's Tale 2: Sammy's Escape from Paradise,2013,0.27135352706310517
547,The Queen's Corgi,2019,-0.6858214335777338
548,Playing with Fire,2019,-0.17304035785462518
549,Megalodon,2018,-0.9745147929874287
550,Patriots Day,2016,-0.08242131901910038
551,American Hustle,2013,0.19862715512168547
552,Hours,2013,-0.2130129466341749
573,Rock Dog 2: Rock Around the Park,2021,0.6518807498888006
576,Wolfwalkers,2020,0.5625949202976974
577,A Trash Truck Christmas,2020,0.13492855220227665
579,Leprechaun Returns,2018,0.21960414727736888
581,Exodus: Gods and Kings,2014,-0.3566540612035573
582,Horrible Bosses 2,2014,-0.43500688182663816
600,American Sicario,2021,-0.4053438760032019
602,Roald Dahl's The Witches,2020,-0.4703473351531412
605,The Midnight Sky,2020,-0.8609463095035685
606,Colette,2018,-0.2118190351982016
607,Krampus,2015,-0.5748914608798871
608,Minions: Training Wheels,2013,0.3823745476737169
617,Night at the Museum: Kahmunrah Rises Again,2022,0.5363502891899808
618,It's a Wonderful Binge,2022,-1.0741807491163535
619,Detective Knight: Redemption,2022,-0.14914729257087178
623,Resident Evil: Welcome to Raccoon City,2021,-0.6220888623964489
624,Snoopy Presents: For Auld Lang Syne,2021,0.9599775787805107
625,The French Dispatch,2021,0.009139456281099967
626,Wild Indian,2021,-0.75882705301485
628,Dear Evan Hansen,2021,-0.4892058960976525
629,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,2017,0.5832570808509195
630,The Autopsy of Jane Doe,2016,-0.33948639180683937
631,Spectral,2016,-0.1313300987689222
632,Spooks: The Greater Good,2015,-0.688137319962303
654,Roald Dahl's Matilda the Musical,2022,-0.27365290033241374
657,White Noise,2022,-0.8345143209554433
660,Injustice,2021,1.1237191810526441
661,Dirty Sexy Saint,2019,-0.15795998509658218
662,Just Getting Started,2017,-1.359325210156157
663,Trolls,2016,0.2858509845465029
665,Cro Minion,2015,0.6451078506090056
685,Don't Look Up,2021,-0.0656410008245526
686,Mowgli: Legend of the Jungle,2018,-0.4280918743279453
687,All the Devil's Men,2018,-0.8042357315779345
688,Pooka!,2018,-0.08816571762920392
691,The Secret Scripture,2017,-0.009939980999076836
714,The Boss Baby: Christmas Bonus,2022,0.39809808697892873
715,Deinfluencer,2022,-0.876581285330625
718,The Aeronauts,2019,-0.2823012005426787
719,StarDog and TurboCat,2019,-0.06592242633887635
720,Trauma Center,2019,-0.9743624009379053
721,Creed II,2018,0.19812809221930172
722,The Grinch,2018,0.607437100896163
723,Mortal Engines,2018,-0.4826934341156206
725,Second Act,2018,-0.40857508499798867
726,Collateral Beauty,2016,0.09123176834481
728,Ice Soldiers,2013,-0.2216373908919168
748,Mad God,2022,-0.236622583986706
749,The Addams Family,2019,-0.07401849831086821
750,The Addams Family,2019,-0.058205842168456035
751,How to Train Your Dragon: Snoggletog Log,2019,0.9113646957271049
755,The Good Liar,2019,-0.29276653863456326
756,Death Race: Beyond Anarchy,2018,0.6879155849555276
757,Crazy Rich Asians,2018,0.29777826746585767
760,Penguins of Madagascar,2014,0.22583082973027158
761,The Pyramid,2014,-1.1697215533877177
763,Ender's Game,2013,-0.1628598341465529
764,The Spectacular Now,2013,-0.39407472666672216
784,Godmothered,2020,0.7116755317911916
786,What Lies Below,2020,-0.09346924399187839
787,The Empty Man,2020,-0.6259325053033392
788,Castle Freak,2020,-1.2013293088021286
789,Half Brothers,2020,0.6393209125633447
790,Captain Underpants: Mega Blissmas,2020,0.006066380610994321
791,Can You Keep a Secret?,2019,0.20344894402508346
793,The Letters,2015,0.14024196738138378
794,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,-0.44495417495974054
814,Reno 911!: It's a Wonderful Heist,2022,-0.11672080875466756
816,Back to the Outback,2021,1.4182968263475781
817,Diary of a Wimpy Kid,2021,-0.4510959632426203
818,Last Shoot Out,2021,0.6088649297030537
819,Encounter,2021,0.5754974521573636
820,Shaun the Sheep: The Flight Before Christmas,2021,0.30346303649217576
821,Christmas ...Again?!,2021,0.6340169338444666
822,Silent Night,2021,-0.24043698697538401
825,The War with Grandpa,2020,-0.38350675905643267
826,How to Train Your Dragon: Homecoming,2019,1.6053516670632506
829,In the Heart of the Sea,2015,-0.1821539625479286
831,Iron Man & Hulk: Heroes United,2013,0.16194705982338592
852,Savage Salvation,2022,-0.0349956465241727
854,Diary of a Wimpy Kid: Rodrick Rules,2022,-0.011627336255876253
857,Darby and the Dead,2022,-0.37753766831295615
858,Bruiser,2022,0.07886214834640733
859,"The Boy, the Mole, the Fox and the Horse",2022,2.121484834820142
861,Your Christmas Or Mine?,2022,0.11907608379796455
862,Dune,2021,0.9167052814499295
863,Dune,2021,0.3185636877843765
866,Mickey and Minnie Wish Upon a Christmas,2021,0.9680250667361232
867,The Card Counter,2021,-0.6267154122781934
868,Single All the Way,2021,0.16576590585975898
869,Spontaneous,2020,0.6583878132057241
870,Siren,2016,-0.5640697222490422
871,Isle of the Dead,2016,-1.2788104865145564
872,Pet,2016,-0.8610355279408912
874,Incarnate,2016,-1.0705970617253708
875,Momentum,2015,-0.9175499150124813
876,Metallica: Through the Never,2013,-0.2786100596238443
891,The Enforcer,2022,0.20161231888787645
892,Violent Night,2022,0.2764078720579708
895,One Way,2022,0.5257013775349489
897,Coffee Wars,2022,-2.958603544571105
900,Rubikon,2022,-0.8724257800363093
901,The Electrical Life of Louis Wain,2022,0.6558040164401984
902,Christmas Unfiltered,2022,-0.1323665819697122
903,A Hollywood Christmas,2022,-0.39920806903193096
905,Settlers,2021,-0.33500771258465234
906,Angela's Christmas Wish,2020,0.13264733682673585
907,Rogue,2020,-0.9664886541008724
908,A.I. Rising,2020,-1.252503714737047
909,The Intern - A Summer of Lust,2019,-0.09054658795458193
910,The Catcher Was a Spy,2019,0.6404364400609233
913,24 Hours to Live,2017,-0.7938128353714076
914,Slumber,2017,-0.5303801466166361
915,Wonder Wheel,2017,-0.4928343413871666
916,Solace,2016,-0.4788540410905901
917,Dinosaur Island,2014,-1.0311742488899869
945,Operation Overlord,2021,0.026118884880342086
946,The Possession of Hannah Grace,2018,-0.8985453092399329
948,Wonder,2017,1.0646115322571221
949,Shot Caller,2017,0.5124122740624053
970,The Library Boys,2022,-0.8537586810030333
971,Something from Tiffany's,2022,0.7613921565254904
975,The Book of Henry,2017,0.1119412060562392
976,La La Land,2016,1.1412278778008809
977,Masterminds,2016,-0.8605995180675058
990,The Action Pack Saves Christmas,2022,-0.8816423597373892
991,Encanto,2021,0.5394596566367964
992,Daisy Quokka: World’s Scariest Animal,2020,0.7323786553165407
993,Knives Out,2019,0.8746558030950119
995,Underworld: Blood Wars,2016,-0.7105049380649808
996,Regular Show: The Movie,2015,0.43798958201607385
999,Cloudy with a Chance of Meatballs 2,2013,0.0033078228953172945
1009,Trolls Holiday in Harmony,2021,1.708803326148196
1010,Life in a Year,2020,1.636566971107498
1014,Black Beauty,2020,1.9827889932695526
1018,The Front Runner,2018,-0.7986066488035083
1019,What Happened to Monday,2017,-0.01615083990515187
1020,Better Watch Out,2016,-0.3502340655992691
1022,Nightcrawler,2014,0.3113054225415284
1023,Escape Plan,2013,-0.15244391174957217
1024,Oldboy,2013,-0.792474153075583
1041,Madagascar: A Little Wild Holiday Goose Chase,2021,-0.2622473914699228
1042,South Park: Post COVID,2021,0.8203677870043498
1043,Happiest Season,2020,0.0489171684950917
1044,Possessor Uncut,2020,-0.5760100439678588
1045,Ralph Breaks the Internet,2018,0.8709204899493173
1046,Free Fire,2016,-0.5704226220852178
1047,Creed,2015,0.3723947860092036
1048,Hotel Transylvania 2,2015,0.5881553719063621
1051,John Wick,2014,0.1893065991549449
1052,The Book of Life,2014,0.2868121599423517
1053,The November Man,2014,-0.62544346506682
1055,No Half Measures: Creating the Final Season of Breaking Bad,2013,2.7248315582599196
1069,The Guardians of the Galaxy Holiday Special,2022,0.9654261612304084
1070,Scrooge: A Christmas Carol,2022,0.40433633282759696
1071,The Hip Hop Nutcracker,2022,-0.5832936796794813
1073,Venom: Let There Be Carnage,2021,0.5951682600858712
1074,The Boss Baby: Family Business,2021,0.3434284074571149
1077,A Boy Called Christmas,2021,1.0026962228558163
1078,Cry Macho,2021,-0.7205653947522861
1079,Folklore: The Long Pond Studio Sessions,2020,2.6265466704313356
1081,Pyewacket,2017,-0.038462557697800936
1082,Office Christmas Party,2016,-0.7043953510589215
1083,The Science of Interstellar,2014,0.7656911069632415
1084,Madea's Witness Protection,2014,-0.5651361984996143
1097,Guillermo del Toro's Pinocchio,2022,0.6243043481406286
1098,Strange World,2022,-0.35824715274582897
1100,The Noel Diary,2022,-0.008468705787869363
1101,Holiday Harmony,2022,-0.035727195485473054
1102,A Christmas Mystery,2022,0.5400359420710202
1103,Mad Heidi,2022,-0.7808239713599627
1105,Far from the Tree,2021,1.4410439010134066
1106,The Unforgivable,2021,1.4959924113379341
1108,Bruised,2021,0.04309002388443317
1109,Gabriel's Rapture: Part I,2021,0.7060842769482193
1110,30 Miles from Nowhere,2018,-1.5944737785832226
1111,The Curse of Buckout Road,2017,0.5031003781441781
1113,The Founder,2016,-0.07841882163109176
1115,Bad Santa 2,2016,-1.1014114235723698
1116,Paddington,2014,0.35085897222775864
1117,Sofia the First: The Floating Palace,2013,0.8497712510358597
1134,Glass Onion: A Knives Out Mystery,2022,-0.10347577783216144
1136,Black Site,2022,0.014358178066084137
1139,Nanny,2022,-0.2545715793082723
1141,Christmas on Mistletoe Farm,2022,0.04195320732766561
1142,Hey Arnold! The Jungle Movie,2017,1.9336673195210157
1143,Brawl in Cell Block 99,2017,-0.18024531914387182
1144,Goodbye Christopher Robin,2017,-0.11041238670200926
1145,Tulip Fever,2017,-0.39495233797928764
1146,Sing,2016,1.046401535615087
1148,Allied,2016,-0.07270266630806871
1149,Rules Don't Apply,2016,-0.853872446045444
1174,Prancer: A Christmas Tale,2022,-0.37231099287136016
1175,Poker Face,2022,0.24610426141753206
1177,Fantastic Beasts: The Crimes of Grindelwald,2018,0.9120501095366018
1178,The Nutcracker and the Four Realms,2018,-0.38959516428639845
1179,The Christmas Chronicles,2018,0.883633764621421
1180,Olaf's Frozen Adventure,2017,0.09074142559981904
1181,Overdrive,2017,-0.6704846746561062
1182,The Lion Guard: Return of the Roar,2015,0.8920813358570362
1199,Midway,2019,0.09702769855646004
1200,Countdown,2019,-0.5040585147930285
1201,Benny Loves You,2019,-0.5526851387770838
1203,Primal: Tales of Savagery,2019,2.2058611767758953
1204,Official Secrets,2019,1.1365521209408196
1205,The Knight Before Christmas,2019,-0.20865891534134026
1206,Behind the Trees,2019,-0.3119364105940543
1207,The Happytime Murders,2018,-0.8690546405048183
1210,The Hunger Games: Catching Fire,2013,1.6982488336388233
1226,A Waltons Thanksgiving,2022,-0.6111288670081289
1228,Jiu Jitsu,2020,-1.3714199118463568
1229,Palm Springs,2020,-0.007090686566049442
1230,Alien Xmas,2020,0.34897599159906056
1232,Criminal Activities,2015,-0.8036262453685828
1233,The Hunger Games: Mockingjay - Part 1,2014,1.1472984808122446
1234,The Captive,2014,-0.8590550255845382
1256,Monsters of Man,2020,-0.13375181149447404
1257,Gabriel's Inferno: Part III,2020,2.573467913843041
1258,The Princess Switch: Switched Again,2020,0.13746159105380024
1260,Mank,2020,-0.2936267872763203
1261,Compulsion,2016,0.24948841503855101
1262,The Hunger Games: Mockingjay - Part 2,2015,0.9784292937214463
1276,Disenchanted,2022,0.6171500260835749
1277,Blue's Big City Adventure,2022,0.5825615839539726
1278,The Menu,2022,0.04410173637758097
1279,Slumberland,2022,0.6727312304690608
1280,Spirited,2022,0.4467593586918309
1282,The People We Hate at the Wedding,2022,-0.16444170614737147
1283,Lamborghini: The Man Behind the Legend,2022,-0.28087460079563914
1284,Taurus,2022,0.4202294301118632
1285,The Chosen: Season 3  - Episodes 1 & 2,2022,3.90715170862192
1288,Last Night in Soho,2021,0.08407106773872014
1290,Zola,2021,-0.6256910071142913
1291,Blue Bayou,2021,0.16118599249623278
1292,The Princess Switch 3: Romancing the Star,2021,0.2716325535726858
1293,The Christmas Chronicles: Part Two,2020,0.7640019212128909
1295,From Rocky to Creed: The Legacy Continues,2015,0.9947759059002985
1310,On the Line,2022,-0.6095180323892919
1311,She Said,2022,0.005946943180104802
1313,I Am Vanessa Guillen,2022,1.122906216135507
1314,Christmas with You,2022,-0.438515534004564
1315,A Christmas Story Christmas,2022,0.20360891613207655
1318,LEGO Star Wars Holiday Special,2020,0.3791137343964631
1319,Daddy's Home 2,2017,-0.24954680342673424
1321,A Christmas Prince,2017,0.22612594270882141
1322,Fantastic Beasts and Where to Find Them,2016,1.494814526821124
1323,Morgan,2016,-0.8475435220453698
1339,Never Back Down: Revolt,2021,0.15298202075143164
1340,Our Friend,2019,-0.0656982581746608
1341,Welcome Home,2018,-0.2361603833478665
1342,The Princess Switch,2018,1.030959259113885
1343,Justice League,2017,0.49998806596351864
1345,LEGO Marvel Super Heroes: Avengers Reassembled!,2015,0.8485568894129016
1360,R.I.P.D. 2: Rise of the Damned,2022,0.4122321594111915
1361,Tom and Jerry Snowman's Land,2022,0.8108712368527575
1362,Jurassic World Camp Cretaceous: Hidden Adventure,2022,-0.18067389355199537
1363,Solar Impact,2019,-2.55314593270175
1365,Line of Duty,2019,-0.029156138731948222
1368,The Ballad of Buster Scruggs,2018,0.9847205159610304
1397,Stutz,2022,1.3834214537688232
1398,Ford v Ferrari,2019,0.779296265742333
1399,Charlie's Angels,2019,-0.01199684722327745
1401,The Report,2019,-0.1799666065490395
1402,Breaking In,2018,-0.6563883965023314
1403,Amityville: The Awakening,2017,-0.5583774633936733
1404,Wolves,2014,-0.8041738823013104
1405,Automata,2014,-0.7518562239103632
1406,The Homesman,2014,-0.39183610029396654
1407,Jackass Presents: Bad Grandpa,2013,-0.38360873319079747
1408,Charlie Countryman,2013,-0.5207104747215766
1415,Mira,2022,1.1325136490964887
1416,Dreamland,2020,-0.2579660384109982
1418,Nazi Overlord,2018,0.03559165764558536
1419,The Marine 6: Close Quarters,2018,0.1628121117936434
1420,The Hallow,2015,0.06315124594932991
1421,Heist,2015,-0.6366294697518997
1422,Heist,2015,-0.6846631800350659
1423,Let's Be Cops,2014,-0.20716539495140807
1424,The Drop,2014,-0.2580151075764058
1425,Carrie,2013,-0.5902411145128688
1426,Carrie,2013,-0.6981894533417081
1437,The Simpsons in Plusaversary,2021,0.11606921018030109
1438,Ciao Alberto,2021,0.1978688224301111
1439,Apex,2021,-0.6686262718658049
1440,Home Sweet Home Alone,2021,-0.6025722045752575
1443,14 Peaks: Nothing Is Impossible,2021,1.2090976237816198
1446,Freaky,2020,-0.3762088854790415
1448,Hillbilly Elegy,2020,-0.29377018759569234
1449,The Comeback Trail,2020,-0.2682828283597023
1451,Antrum,2019,0.3145422036917953
1452,The Hate U Give,2018,0.5624434025489929
1454,Spectre,2015,1.1865351144891516
1456,Concussion,2015,-0.029102809962451848
1457,Homefront,2013,-0.13838422536861256
1468,The Friendship Game,2022,-0.3284490749323366
1471,Bar Fight,2022,0.6881846679207211
1472,No Time to Die,2021,1.2943773159268077
1474,The Power of the Dog,2021,-0.2934047563693502
1475,"tick, tick... BOOM!",2021,1.12326153100914
1476,Welcome to Smelliville,2021,-0.12043825743991265
1477,Upside-Down Magic,2020,0.9116007882973995
1478,The Tax Collector,2020,-0.9155478562024539
1479,All My Life,2020,0.3336065069340986
1480,Night Hunter,2019,-0.4622460116560483
1483,Shut In,2016,-1.123631990417715
1484,The Love Witch,2016,-0.5203083279038546
1485,Lady Bloodfight,2016,0.09448833092739592
1486,The Monster,2016,-1.0241269414856178
1487,Come and Find Me,2016,0.11517913425622384
1488,Dragons: Dawn Of The Dragon Racers,2014,0.6507154227384557
1505,Black Panther: Wakanda Forever,2022,1.288170300269909
1508,Falling for Christmas,2022,0.5321341028337419
1510,Blithe Spirit,2020,0.2625316942893375
1513,Arrival,2016,0.5358858798854381
1514,Nocturnal Animals,2016,0.16330148246150367
1516,The Boxtrolls,2014,-0.14019505345290806
1526,The Soccer Football Movie,2022,0.5231821759139955
1531,Murder on the Orient Express,2017,0.2880852356857751
1534,Take Down,2016,0.476767034622366
1535,Ronaldo,2015,0.3995526608516531
1551,Primal,2019,-0.9175446755499637
1553,Arctic Dogs,2019,-0.5578173982564232
1554,Suspiria,2018,-0.22280230056800437
1555,The Girl in the Spider's Web,2018,-0.6285868463723157
1574,See You Soon,2022,0.3483700934029304
1575,Father Christmas Is Back,2021,-0.06960745788404721
1576,Doctor Sleep,2019,0.0011487130614752927
1577,Last Christmas,2019,0.14785878246311945
1578,The Furies,2019,-0.46608919996468623
1579,Destination Wedding,2018,-0.3863908988476364
1581,Hotel Artemis,2018,-0.7240293344969688
1582,Patient Zero,2018,0.2174687497110852
1583,I Believe,2017,1.0606128303081928
1584,Feels Like Euphoria,2017,-0.6090995742603617
1585,'71,2014,-0.28782109841757836
1586,A Merry Friggin' Christmas,2014,-0.2753250819589891
1587,Jessabelle,2014,-1.074815377760375
1602,Well Suited For Christmas,2022,0.08955778562864816
1603,The Dark and the Wicked,2020,-0.6336834060476632
1604,Jingle Jangle: A Christmas Journey,2020,0.4622147662507355
1606,The Irishman,2019,0.16154631477296583
1607,Marriage Story,2019,0.2739617761017127
1608,The Room,2019,-0.5206556456514451
1610,The Condemned 2,2015,-0.21790378837420155
1611,Interstellar,2014,1.8321195432186
1612,"Love, Rosie",2014,0.2817483234389854
1632,Orgasm Inc: The Story of OneTaste,2022,0.13544007105647435
1634,Finch,2021,0.48769810834045163
1635,The Deep House,2021,-0.631060748416927
1637,Ida Red,2021,-0.4730149861385402
1639,Love Hard,2021,0.7959169276558848
1640,The SpongeBob Movie: Sponge on the Run,2020,0.11150235087389965
1641,Operation Christmas Drop,2020,0.2054461708448207
1642,The Little Mermaid Live!,2019,0.4940723385623108
1644,No Escape,2015,-0.15666876526257378
1645,Interstellar: Nolan's Odyssey,2014,1.221555341002011
1646,Suite Française,2014,0.006899235752521382
1647,Trespass,2014,-1.0297694703343891
1668,Nocebo,2022,0.3139240429676119
1669,Enola Holmes 2,2022,0.7603857519721734
1671,My Father's Dragon,2022,1.2243656671072873
1674,Deus,2022,-0.3884506340778211
1676,Eternals,2021,0.47926337991876755
1677,Red Notice,2021,-0.2935518733566934
1683,Bleed for This,2016,-0.28054052565230014
1684,A Street Cat Named Bob,2016,0.3623295411555191
1685,I Spit on Your Grave III: Vengeance is Mine,2015,-0.8608051630064459
1700,The Wonder,2022,0.34263371913819385
1702,Run & Gun,2022,-0.7915992653607073
1703,Armageddon Time,2022,-0.3975938890562718
1704,Marvel Studios Assembled: The Making of She-Hulk: Attorney at Law,2022,0.5065723406212731
1706,The Harder They Fall,2021,0.3448066584037831
1708,The Killing of a Sacred Deer,2017,-0.16763073787020377
1709,Deep,2017,-0.7277078442586618
1710,Riley's First Date?,2015,0.6451078506090056
1711,Super Mario Bros: This Ain't No Video Game,2014,-1.6023311058858634
1725,The Independent,2022,0.7834167831037044
1726,Selena Gomez: My Mind & Me,2022,1.480758247325312
1729,My Little Pony: The Movie,2017,0.044341417231204605
1730,A Bad Moms Christmas,2017,-0.345593468906384
1745,Hex,2022,0.005142296416526554
1747,The Immaculate Room,2022,-0.5791118337266533
1748,White Elephant,2022,0.5257013775349489
1749,Last Man Down,2021,-0.44999362267515053
1750,The Colony,2021,-0.10347766045796103
1752,Cats & Dogs 3: Paws Unite,2020,-0.1254161831750885
1753,Hard Kill,2020,-1.257952101547604
1754,The King,2019,0.5767697017821625
1755,Bohemian Rhapsody,2018,1.9502543937349546
1756,Hunter Killer,2018,-0.24189137826558033
1759,Charming,2018,-0.4484991481856155
1760,Trolls Holiday,2017,0.38383521342256555
1762,Cottage Country,2013,-0.2995474951610162
1791,Terminator: Dark Fate,2019,-0.028300471184345193
1792,47 Meters Down: Uncaged,2019,-0.8349935639510415
1793,47 Meters Down,2019,-0.7520765207334146
1794,Motherless Brooklyn,2019,-0.3184054026085107
1796,3 from Hell,2019,-0.8003570263757309
1797,The First Purge,2018,-0.504746511246582
1798,Other Side of the Box,2018,0.22822111006072685
1799,Slaughterhouse Rulez,2018,-1.029953100746798
1800,Backstabbing for Beginners,2018,0.25006836835540447
1802,Keep Watching,2017,-0.4549187687293642
1803,My Little Pony: Equestria Girls: Friendship Games,2015,0.04692501054057269
1806,Thor: The Dark World,2013,0.7670659348746465
1807,Insidious: Chapter 2,2013,-0.043079916995058504
1825,Spell,2020,0.4955556275263608
1827,Occupation: Rainfall,2020,-0.5768468278171017
1830,After Porn Ends 3,2018,-1.0174987183804742
1831,American Assassin,2017,-0.3967131590198319
1832,Scouts Guide to the Zombie Apocalypse,2015,-0.43480320235625664
1835,Suffragette,2015,0.06092076038951311
1838,The Best of Me,2014,0.18042086774590532
1849,Army of Thieves,2021,0.40852425102356027
1850,Paranormal Activity: Next of Kin,2021,0.1878571086656685
1851,13 Minutes,2021,-0.6340698971248266
1852,The Craft: Legacy,2020,-0.5735019723820425
1853,The Monster at the End of This Story,2020,-2.3837691644337786
1855,Ophelia,2018,-0.06651219229200706
1856,Sorry to Bother You,2018,-0.2614321500013912
1857,The Last Witch Hunter,2015,-0.5587285450521554
1858,The Dressmaker,2015,-0.13462311988910847
1859,All Hallows' Eve,2013,-0.1725366936407014
1876,Prey for the Devil,2022,-0.06641771648615946
1877,Terrifier 2,2022,-0.2174028648287767
1879,Wild Is the Wind,2022,-0.5935257306865581
1880,Wendell & Wild,2022,0.3426452887629452
1881,Causeway,2022,0.42436907393493173
1882,Call Jane,2022,0.6128767291006726
1883,The System,2022,1.6884400132749724
