,Budget,Production Companies,ReleaseYear,Title,Director
276,34000000,"['Regency Enterprises', 'Alcor Films', 'Ixtlan', 'Warner Bros.', 'New Regency Pictures', 'J D Productions']",1994,Natural Born Killers,Oliver Stone
277,0,['TriStar Pictures'],1994,Only You,Norman Jewison
278,0,"['Avalon Studios', 'New Zealand Film Commission', 'New Zealand On Air']",1994,Once Were Warriors,Lee Tamahori
279,0,"['New Line Cinema', 'CineTel Pictures', 'MG Entertainment']",1996,Poison Ivy II,Anne Goursaud
280,50000000,"['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",1995,Outbreak,Wolfgang Petersen
281,16000000,"['Columbia Pictures', 'Gaumont']",1994,Léon: The Professional,Luc Besson
282,11000000,"['Samuel Goldwyn Company, The']",1995,The Perez Family,Mira Nair
283,0,['Hollywood Pictures'],1995,A Pyromaniac's Love Story,Joshua Brand
284,8000000,"['Miramax Films', 'A Band Apart', 'Jersey Films']",1994,Pulp Fiction,Quentin Tarantino
285,0,"['Polygram Filmed Entertainment', 'Gramercy Pictures (I)', 'MVP Films']",1995,Panther,Mario Van Peebles
286,400000,['Ang Lee Productions'],1992,Pushing Hands,Ang Lee
287,0,"['BBC Films', 'PolyGram Filmed Entertainment', 'Miramax']",1994,Priest,Antonia Bird
288,0,"['Wildwood Enterprises', 'Hollywood Pictures', 'Baltimore Pictures']",1994,Quiz Show,Robert Redford
289,0,"['Cecile Company', 'Thousand Cranes Filmworks']",1995,Picture Bride,Kayo Hatta
290,0,"['Renn Productions', 'Eurimages', 'Canal+', 'ARD/Degeto Film GmbH', 'D.A. Films', 'France2 Cinéma', 'WMG Film', 'Centre National de la Cinématographie (CNC)', 'N.E.F. Filmproduktion und Vertriebs GmbH', 'Miramax', 'RCS Films & TV']",1994,Queen Margot,Patrice Chéreau
291,32000000,['TriStar Pictures'],1995,The Quick and the Dead,Sam Raimi
292,22000000,"['Hollywood Pictures', 'Interscope Communications', 'Nomura Babcock & Brown']",1995,Roommates,Peter Yates
293,15000000,['Miramax Films'],1994,Ready to Wear,Robert Altman
294,0,"['Zespół Filmowy TOR', 'Le Studio Canal+', 'France 3 Cinéma', 'Télévision Suisse-Romande']",1994,Three Colors: Red,Krzysztof Kieslowski
295,0,"['France 3 Cinéma', 'CED Productions']",1993,Three Colors: Blue,Krzysztof Kieslowski
296,0,"['Le Studio Canal+', 'France 3 Cinéma', 'Eurimages']",1994,Three Colors: White,Krzysztof Kieslowski
297,0,[],1994,"Red Firecracker, Green Firecracker",Ping He
298,0,[],1995,Rent-a-Kid,Fred Gerber
299,0,"['Allegro Films', 'Norstar Entertainment', 'west wind entertainment']",1995,Relative Fear,George Mihalka
300,0,['Paramount Pictures'],1995,Stuart Saves His Family,Harold Ramis
301,35000000,['Rich Animation Studios'],1994,The Swan Princess,Richard Rich
302,0,"['Jones Entertainment Group', 'Skerry Productions']",1994,The Secret of Roan Inish,John Sayles
303,45000000,"['Jerry Weintraub Productions', 'Warner Bros.', 'Iguana Producciones']",1994,The Specialist,Luis Llosa
304,55000000,"['Centropolis Entertainment', 'StudioCanal', 'Carolco Entertainment']",1994,Stargate,Roland Emmerich
305,22000000,"['Walt Disney Pictures', 'Hollywood Pictures']",1994,The Santa Clause,John Pasquin
306,25000000,"['Castle Rock Entertainment', 'Warner Bros.']",1994,The Shawshank Redemption,Frank Darabont
307,0,"['Channel Four Films', 'Figment Films', 'The Glasgow Film Fund', 'PolyGram Filmed Entertainment']",1994,Shallow Grave,Danny Boyle
308,0,"['Cineville', 'Trimark Pictures']",1994,Swimming with Sharks,George Huang
309,0,"['New Line Cinema', '1992 Number Four Limited Partnership', 'MHA']",1995,National Lampoon's Senior Trip,Kelly Makin
310,0,"['Shanghai Film Studios', 'Era International Ltd']",1994,To Live,Yimou Zhang
311,25000000,['Trilogy Entertainment Group'],1995,Tank Girl,Rachel Talalay
312,0,"['Universal Pictures', 'Tales From The Crypt Holdings']",1995,Tales from the Crypt: Demon Knight,Ernest R. Dickerson
313,38000000,['Paramount Pictures'],1994,Star Trek: Generations,David Carson
314,6000000,"['40 Acres & A Mule Filmworks', 'Savoy Pictures']",1995,Tales from the Hood,Rusty Cundieff
315,0,[],1994,Tom & Viv,Brian Gilbert
316,0,['Universal Pictures'],1995,Village of the Damned,John Carpenter
317,0,['Paramount Pictures'],1995,Tommy Boy,Peter Segal
318,0,['Sony Pictures Classics'],1994,Vanya on 42nd Street,Louis Malle
319,6500000,['Populist Pictures'],1995,The Underneath,Steven Soderbergh
320,0,"['Savoy Pictures', 'Price Entertainment', 'Jackson/McHenry Company,The']",1995,The Walking Dead,Preston A. Whitmore II
321,11000000,['Paramount Pictures'],1993,What's Eating Gilbert Grape,Lasse Hallström
322,30000000,['Paramount Pictures'],1995,Virtuosity,Brett Leonard
323,17000000,"['Caravan Pictures', 'Hollywood Pictures']",1995,While You Were Sleeping,Jon Turteltaub
324,0,['Universal Pictures'],1994,The War,Jon Avnet
325,0,"['Fine Line Features', 'Téléfilm Canada', 'First Generation Films', 'National Film Board of Canada (NFB)', 'British Columbia Film Commission']",1994,Double Happiness,Mina Shum
326,3000000,"['Ciby 2000', 'Film Victoria', 'House & Moorhouse Films']",1994,Muriel's Wedding,P.J. Hogan
327,0,"['Columbia Pictures Corporation', 'Beacon Pictures']",1995,The Baby-Sitters Club,Melanie Mayron
328,15000000,"['Warner Bros.', 'Morgan Creek Productions']",1994,Ace Ventura: Pet Detective,Tom Shadyac
329,0,['PolyGram Filmed Entertainment'],1994,"The Adventures of Priscilla, Queen of the Desert",Stephan Elliott
330,0,['Gramercy Pictures'],1994,Backbeat,Iain Softley
331,5000000,"['Fine Line Features', 'R.P. Productions', 'Columbia Pictures Corporation', 'Les Films Alain Sarde', 'Canal+', 'Timothy Burrill Productions']",1992,Bitter Moon,Roman Polanski
332,0,['Miramax Films'],1994,Bullets Over Broadway,Woody Allen
333,62000000,"['Paramount Pictures', 'Mace Neufeld Productions']",1994,Clear and Present Danger,Phillip Noyce
334,45000000,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.']",1994,The Client,Joel Schumacher
335,0,['New Line Cinema'],1994,"Corrina, Corrina",Jessie Nelson
336,0,"['Universal Pictures', '40 Acres & A Mule Filmworks']",1994,Crooklyn,Spike Lee
337,15000000,"['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",1994,The Crow,Alex Proyas
338,0,"['Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Aleor Films']",1994,Cobb,Ron Shelton
339,46000000,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",1994,The Flintstones,Brian Levant
340,55000000,['Paramount Pictures'],1994,Forrest Gump,Robert Zemeckis
341,6000000,"['Channel Four Films', 'PolyGram Filmed Entertainment', 'Working Title Films']",1994,Four Weddings and a Funeral,Mike Newell
342,0,"['Columbia Pictures Corporation', 'New Deal Productions']",1995,Higher Learning,John Singleton
343,0,"['Columbia Pictures Corporation', 'Think Again Productions', 'Riot of Color']",1994,I Like It Like That,Darnell Martin
344,45000000,"['Caravan Pictures', 'Touchstone Pictures']",1994,I Love Trouble,Charles Shyer
345,0,['TriStar Pictures'],1994,It Could Happen to You,Andrew Bergman
346,0,[],1994,The Jungle Book,Stephen Sommers
347,0,"['Channel Four Films', 'Arte', 'Zweites Deutsches Fernsehen (ZDF)', 'Nomad Films', 'Omega Film GmbH', 'Without Walls']",1993,"The Wonderful, Horrible Life of Leni Riefenstahl",Ray Müller
348,35000000,['Miramax Films'],1993,Little Buddha,Bernardo Bertolucci
349,14000000,['New Line Cinema'],1994,New Nightmare,Wes Craven
350,23000000,"['New Line Cinema', 'Dark Horse Entertainment']",1994,The Mask,Chuck Russell
351,0,"['Icon Entertainment International', 'Warner Bros.']",1994,Maverick,Richard Donner
352,0,"['Fine Line Features', 'Miramax Films']",1994,Mrs. Parker and the Vicious Circle,Alan Rudolph
353,30000000,['Paramount Pictures'],1994,Naked Gun 33 1/3: The Final Insult,Peter Segal
354,6000000,"['Imagine Entertainment', 'Universal Pictures']",1994,The Paper,Ron Howard
355,11500000,"['Universal Pictures', 'Jersey Films']",1994,Reality Bites,Ben Stiller
356,8000000,"['Propaganda Films', 'PolyGram Filmed Entertainment']",1993,Red Rock West,John Dahl
357,40000000,"['Davis Entertainment', 'Silver Pictures', 'Warner Bros.']",1994,Richie Rich,Donald Petrie
358,0,['New Line Cinema'],1994,Safe Passage,Robert Allan Ackerman
359,45000000,"['Universal Pictures', 'David Foster Productions', 'Turman-Foster Company']",1994,The River Wild,Curtis Hanson
360,30000000,['Twentieth Century Fox Film Corporation'],1994,Speed,Jan de Bont
361,0,['Metro-Goldwyn-Mayer (MGM)'],1994,Speechless,Ron Underwood
362,27000000,"['Universal Pictures', 'Renaissance Pictures', 'Dark Horse Entertainment', 'Largo Entertainment', 'Signature Pictures', 'JVC Entertainment Networks']",1994,Timecop,Peter Hyams
363,115000000,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",1994,True Lies,James Cameron
364,0,['Touchstone Pictures'],1994,When a Man Loves a Woman,Luis Mandoki
365,0,['Columbia Pictures'],1994,Wolf,Mike Nichols
366,63000000,"['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",1994,Wyatt Earp,Lawrence Kasdan
367,0,"['Touchstone Pictures', 'Tool Shed Productions']",1995,Bad Company,Damian Harris
368,0,"['BBC Films', 'Majestic Films International', 'Little Bird']",1994,A Man of No Importance,Suri Krishnamma
369,0,"['Gramercy Pictures', 'PolyGram Filmed Entertainment']",1994,S.F.W.,Jefery Levy
370,10000000,"['Caravan Pictures', 'Hollywood Pictures']",1994,A Low Down Dirty Shame,Keenen Ivory Wayans
371,0,[],1994,Colonel Chabert,Yves Angelo
372,45000,['Eve Productions Inc.'],1965,"Faster, Pussycat! Kill! Kill!",Russ Meyer
373,7000000,[],1994,Jason's Lyric,Doug McHenry
374,0,"['Bolex Brothers', 'Lumen Films', 'Tara']",1993,The Secret Adventures of Tom Thumb,Dave Borthwick
375,35000000,"['Universal Pictures', 'Capcom']",1994,Street Fighter,Steven E. de Souza
376,0,"['Propaganda Films', 'Motion Picture Corporation of America (MPCA)', 'Polygram Filmed Entertainment', 'Snowback Productions']",1995,Coldblooded,Wallace Wolodarsky
377,0,[],1997,Desert Winds,Michael A. Nickles
378,0,"['Live Entertainment', 'Capitol Films', 'Bates Entertainmant']",1995,Fall Time,Paul Warner
379,0,"['A-Pix Entertainment', 'Devin Entertainment']",1995,The Fear,Vincent Robert
380,0,"['Walt Disney Pictures', 'Theodore Thomas Productions']",1995,Frank and Ollie,Theodore Thomas
381,0,['Overseas FilmGroup'],1995,Girl in the Cadillac,Lucas Platt
382,0,"['Skyline Entertainment Partners', 'Arrow']",1995,Homage,Ross Kagan Marks
383,0,[],1995,Mirage,Paul Williams
384,0,"['Home Box Office (HBO)', 'Frozen Rope Productions Inc.']",1996,Open Season,Robert Wuhl
385,0,[],1995,Dos crímenes,Roberto Sneider
386,26000000,"['Trans-Film', 'Initial Groupe', 'Lumière Pictures', 'Fallingcloud']",1994,Highlander: The Final Dimension,Andrew Morahan
387,0,[],1995,Federal Hill,Michael Corrente
388,8000000,['New Line Cinema'],1994,In the Mouth of Madness,John Carpenter
389,0,['New Line Cinema'],1994,8 Seconds,John G. Avildsen
390,0,['New Line Cinema'],1994,Above the Rim,Jeff Pollack
391,0,"['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']",1993,Addams Family Values,Barry Sonnenfeld
392,0,['HBO Independent Productions'],1994,Martin Lawrence: You So Crazy,Thomas Schlamme
393,34000000,['Columbia Pictures'],1993,The Age of Innocence,Martin Scorsese
394,0,"['Twentieth Century Fox Film Corporation', 'Island World', 'Robert Simonds Productions']",1994,Airheads,Michael Lehmann
395,17080000,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown', 'NBB Unit One Film Partners', 'Longview Entertainment']",1994,The Air Up There,Paul Michael Glaser
396,0,['Touchstone Pictures'],1993,Another Stakeout,John Badham
397,0,"['Twentieth Century Fox Film Corporation', 'Ruddy Morgan Organization, The']",1994,Bad Girls,Jonathan Kaplan
398,3200000,"['Fine Line Features', 'Castle Rock Entertainment', 'Barcelona Films']",1994,Barcelona,Whit Stillman
399,40000000,"['Warner Bros.', 'Enigma Productions', 'BSB', 'NatWest Ventures', 'Fujisankei']",1994,Being Human,Bill Forsyth
400,0,['Twentieth Century Fox Film Corporation'],1993,The Beverly Hillbillies,Penelope Spheeris
401,50000000,"['Paramount Pictures', 'Eddie Murphy Productions']",1994,Beverly Hills Cop III,John Landis
402,0,['Warner Bros.'],1994,Black Beauty,Caroline Thompson
403,0,['New Line Cinema'],1994,Blink,Michael Apted
404,0,"['Trilogy Entertainment Group', 'Metro-Goldwyn-Mayer (MGM)']",1994,Blown Away,Stephen Hopkins
405,0,['Paramount Pictures'],1994,Blue Chips,William Friedkin
406,0,"['Orion Pictures Corporation', 'Heathrow Productions']",1994,Blue Sky,Tony Richardson
407,13000000,"['Warner Bros.', 'Dorset Productions', 'Robert H. Solo Productions']",1993,Body Snatchers,Abel Ferrara
408,0,['Mainline Pictures'],1993,Boxing Helena,Jennifer Lynch
409,22000000,"['HBO Films', 'Savoy Pictures']",1993,A Bronx Tale,Robert De Niro
410,0,['Touchstone Pictures'],1994,Cabin Boy,Adam Resnick
411,13000000,"['Columbia Pictures', 'Parkway Productions']",1993,Calendar Girl,John Whitesell
412,30000000,"['Universal Pictures', 'Epic Productions', 'Bregman/Baer Productions']",1993,Carlito's Way,Brian De Palma
413,0,"['Columbia Pictures', 'Castle Rock Entertainment']",1994,City Slickers II: The Legend of Curly's Gold,Paul Weiland
414,0,['Metro-Goldwyn-Mayer (MGM)'],1994,Clean Slate,Mick Jackson
415,70000000,"['TriStar Pictures', 'Canal+', 'Carolco Pictures', 'RCS Video', 'Cliffhanger Productions', 'Pioneer']",1993,Cliffhanger,Renny Harlin
416,0,['Paramount Pictures'],1993,Coneheads,Steve Barron
417,40000000,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",1994,Color of Night,Richard Rush
418,0,['TriStar Pictures'],1994,Cops and Robbersons,Michael Ritchie
419,0,"['Imagine Entertainment', 'Universal Pictures']",1994,The Cowboy Way,Gregg Champion
420,0,"['Metro-Goldwyn-Mayer (MGM)', 'Maverick Picture Company', 'Cecchi Gori Europa N.V.', 'Eye Productions', 'Pentamerica']",1993,Dangerous Game,Abel Ferrara
421,0,"['Donner/Shuler-Donner Productions', 'Warner Bros.', 'Northern Lights Entertainment']",1993,Dave,Ivan Reitman
422,6900000,"['Gramercy Pictures', 'Alphaville Productions', 'The Criterion Collection']",1993,Dazed and Confused,Richard Linklater
423,57000000,"['Silver Pictures', 'Warner Bros.']",1993,Demolition Man,Marco Brambilla
424,0,[],1994,The Endless Summer 2,Bruce Brown
425,8000000,['Fine Line Features'],1994,Even Cowgirls Get the Blues,Gus Van Sant
426,0,['Metro-Goldwyn-Mayer (MGM)'],1993,Fatal Instinct,Carl Reiner
427,0,"['Beijing Film Studio', 'China Film Co-Production Corporation', 'Maverick Picture Company']",1993,Farewell My Concubine,Kaige Chen
428,0,"['Orion Pictures', 'Nelson Entertainment']",1994,The Favor,Donald Petrie
429,0,"['Spring Creek Productions', 'Warner Bros.']",1993,Fearless,Peter Weir
430,0,[],1994,Fear of a Black Hat,Rusty Cundieff
431,0,"['Spring Creek Productions', 'Warner Bros.']",1994,With Honors,Alek Keshishian
432,0,"['Paramount Pictures', 'Spring Creek Productions', 'Mirage']",1993,Flesh and Bone,Steve Kloves
433,0,['Fine Line Features'],1994,Widows' Peak,John Irvin
434,30000000,"['Universal Studios', 'Imagine Entertainment']",1993,For Love or Money,Barry Sonnenfeld
435,42000000,"['Paramount Pictures', 'Mirage Enterprises', 'Davis Entertainment']",1993,The Firm,Sydney Pollack
436,20000000,"['Canal Plus', 'Regency Enterprises', 'Alcor Films', 'Warner Bros.', 'Donner/Shuler-Donner Productions']",1993,Free Willy,Simon Wincer
437,0,['Miramax Films'],1994,Fresh,Boaz Yakin
438,44000000,['Warner Bros.'],1993,The Fugitive,Andrew Davis
439,35000000,['Columbia Pictures'],1993,Geronimo: An American Legend,Walter Hill
440,0,"['Universal Pictures', 'Largo Entertainment']",1994,The Getaway,Roger Donaldson
441,30000000,['Metro-Goldwyn-Mayer (MGM)'],1994,Getting Even with Dad,Howard Deutch
442,0,"['Killer Films', 'The Samuel Goldwyn Company', 'Can I Watch', 'Islet', 'KPVI']",1994,Go Fish,Rose Troche
443,0,['Gramercy Pictures'],1994,A Good Man in Africa,Bruce Beresford
444,0,['Hollywood Pictures'],1993,Guilty as Sin,Sidney Lumet
445,18000000,"['Universal Pictures', 'Renaissance Pictures', 'Alphaville Films']",1993,Hard Target,John Woo
446,33000000,"['Regency Enterprises', 'Warner Bros.']",1993,Heaven & Earth,Oliver Stone
447,25000000,"['Twentieth Century Fox Film Corporation', 'Sidley Wright & Associates']",1993,Hot Shots! Part Deux,Jim Abrahams
448,0,"['Spelling Entertainment', 'IRS Media', 'Republic Pictures (II)']",1995,Live Nude Girls,Julianna Lavin
449,0,"['Miramax Films', 'Parallax Pictures']",1995,The Englishman Who Went Up a Hill But Came Down a Mountain,Christopher Monger
450,25000000,"['Det Danske Filminstitut', 'Spring Creek Productions', 'Eurimages', 'Costa do Castelo Filmes', 'Neue Constantin Film', 'House of Spirits Film']",1993,The House of the Spirits,Bille August
451,0,[],1994,House Party 3,Eric Meza
452,40000000,"['Gracie Films', 'Columbia Pictures Corporation']",1994,I'll Do Anything,James L. Brooks
453,0,['Hollywood Pictures'],1994,In the Army Now,Daniel Petrie Jr.
454,40000000,"['Castle Rock Entertainment', 'Columbia Pictures Corporation']",1993,In the Line of Fire,Wolfgang Petersen
455,13000000,"['Universal Pictures', ""Hell's Kitchen Films""]",1993,In the Name of the Father,Jim Sheridan
456,0,['Touchstone Pictures'],1994,The Inkwell,Matty Rich
457,0,['Touchstone Pictures'],1993,What's Love Got to Do with It,Brian Gibson
458,30000000,"['Paramount Pictures', 'Baltimore Pictures']",1994,Jimmy Hollywood,Barry Levinson
459,0,"['Universal Pictures', 'Largo Entertainment', 'JVC Entertainment Networks']",1993,Judgment Night,Stephen Hopkins
460,63000000,"['Universal Pictures', 'Amblin Entertainment']",1993,Jurassic Park,Steven Spielberg
461,9000000,"['Propaganda Films', 'Kouf/Bigelow Productions']",1993,Kalifornia,Dominic Sena
462,1500000,['Live Entertainment'],1993,Killing Zoe,Roger Avary
463,0,['Gramercy Pictures'],1993,King of the Hill,Steven Soderbergh
464,0,['Paramount Pictures'],1994,Lassie,Daniel Petrie
465,85000000,"['Columbia Pictures Corporation', 'Oak Productions']",1993,Last Action Hero,John McTiernan
466,0,['Touchstone Pictures'],1993,Life with Mikey,James Lapine
467,0,['Savoy Pictures'],1994,Lightning Jack,Simon Wincer
468,0,"['Geffen Pictures', 'Warner Bros.']",1993,M. Butterfly,David Cronenberg
469,22000000,"['Regency Enterprises', 'Warner Bros.']",1993,Made in America,Richard Benjamin
470,0,"['Columbia Pictures', 'New Line Cinema', 'Castle Rock Entertainment', 'Nelvana Limited']",1993,Malice,Harold Becker
471,0,"['Icon Entertainment International', 'Warner Bros.']",1993,The Man Without a Face,Mel Gibson
